Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
20,Tyrese Maxey,23,PHI,PG,70,70,2626,0.45,14.7,0.599,0.222,0.229,0.092,0.056,0.401,0.501,0.667,0.406,0.392,0.413,0.373,0.343,0.599,0.004,6,0.072,0.61,3,0,MIP-1AS,maxeyty01
21,Luka Dončić,24,DAL,PG,70,70,2624,0.487,16.9,0.55,0.123,0.192,0.152,0.082,0.45,0.573,0.838,0.569,0.442,0.422,0.382,0.177,0.299,0.001,2,0.032,0.25,5,0,MVP-3CPOY-6ASNBA1,doncilu01
22,Nikola Vučević,33,CHI,C,76,74,2610,0.484,12.1,0.742,0.225,0.302,0.128,0.086,0.258,0.55,0.645,0.552,0.477,0.404,0.294,0.745,1,0.031,31,0.054,0.294,0,0,,vucevni01
23,Jalen Green,21,HOU,SG,82,82,2601,0.423,15.8,0.546,0.217,0.166,0.064,0.099,0.454,0.498,0.692,0.344,0.353,0.424,0.332,0.34,0.552,0.042,48,0.089,0.37,3,0,,greenja05
24,Rudy Gobert,31,MIN,C,76,76,2593,0.661,2.7,0.995,0.757,0.195,0.029,0.013,0.005,0.664,0.755,0.4,0.222,0.375,0,0.685,,0.441,248,0,,1,0,DPOY-1,goberru01
25,Keegan Murray,23,SAC,SF,77,77,2588,0.454,17.3,0.476,0.139,0.149,0.112,0.076,0.524,0.56,0.728,0.559,0.477,0.378,0.358,0.746,0.978,0.084,72,0.252,0.326,1,0,,murrake02
26,Miles Bridges,25,CHO,SF,69,67,2581,0.462,13.6,0.628,0.283,0.207,0.058,0.081,0.372,0.529,0.696,0.424,0.343,0.347,0.349,0.555,0.879,0.058,66,0.196,0.341,7,0,,bridgmi02
27,Damian Lillard,33,MIL,PG,73,73,2579,0.424,17.2,0.513,0.194,0.147,0.078,0.094,0.487,0.49,0.677,0.314,0.404,0.45,0.354,0.196,0.509,0.01,8,0.058,0.278,7,0,CPOY-11AS,lillada01
28,Giannis Antetokounmpo,29,MIL,PF,73,73,2567,0.611,6.7,0.909,0.519,0.251,0.068,0.072,0.091,0.645,0.818,0.452,0.323,0.374,0.274,0.509,0.5,0.193,251,0.024,0,1,0,MVP-4DPOY-9CPOY-12ASNBA1,antetgi01
29,Michael Porter Jr.,25,DEN,SF,81,81,2565,0.484,17.5,0.487,0.179,0.092,0.08,0.136,0.513,0.575,0.725,0.414,0.477,0.544,0.397,0.758,0.964,0.055,49,0.211,0.436,1,0,,portemi01
30,Shai Gilgeous-Alexander,25,OKC,PG,75,75,2553,0.535,11.3,0.819,0.252,0.224,0.26,0.083,0.181,0.576,0.731,0.492,0.53,0.472,0.353,0.223,0.368,0.027,37,0.059,0.5,0,0,MVP-2DPOY-7CPOY-3ASNBA1,gilgesh01
31,Grayson Allen,28,PHO,SG,75,74,2513,0.499,18.2,0.348,0.192,0.13,0.023,0.001,0.652,0.57,0.687,0.438,0.375,0,0.461,0.57,0.912,0.031,17,0.294,0.473,0,0,,allengr01
32,LeBron James,39,LAL,PF,71,71,2504,0.54,11.6,0.714,0.345,0.217,0.078,0.073,0.286,0.592,0.772,0.482,0.313,0.366,0.41,0.435,0.685,0.071,84,0.096,0.457,1,0,CPOY-10ASNBA3,jamesle01
33,Paul George,33,LAC,PF,74,74,2502,0.471,17.7,0.524,0.128,0.125,0.122,0.15,0.476,0.523,0.703,0.448,0.523,0.432,0.413,0.448,0.733,0.032,29,0.138,0.457,1,0,AS,georgpa01
34,Dennis Schröder,30,2TM,PG,80,58,2486,0.435,15.2,0.603,0.193,0.173,0.148,0.09,0.397,0.474,0.609,0.375,0.445,0.422,0.375,0.332,0.812,0,0,0.168,0.387,5,0,,schrode01
35,Dennis Schröder,30,TOR,PG,51,33,1559,0.442,15.3,0.606,0.19,0.163,0.157,0.097,0.394,0.501,0.613,0.407,0.466,0.5,0.35,0.394,0.922,0,0,0.209,0.348,4,0,,schrode01
36,Dennis Schröder,30,BRK,PG,29,25,927,0.424,15.1,0.598,0.198,0.188,0.133,0.079,0.402,0.432,0.603,0.333,0.408,0.276,0.412,0.221,0.672,0,0,0.108,0.5,1,0,,schrode01
37,D'Angelo Russell,27,LAL,PG,76,69,2484,0.456,17.4,0.495,0.109,0.205,0.115,0.067,0.505,0.497,0.788,0.403,0.46,0.375,0.415,0.383,0.735,0.001,1,0.127,0.406,5,0,,russeda01
38,James Harden,34,LAC,PG,72,72,2470,0.428,18.5,0.406,0.144,0.137,0.099,0.027,0.594,0.497,0.703,0.345,0.457,0.318,0.381,0.157,0.462,0.002,2,0.076,0.378,0,0,,hardeja01
39,Devin Booker,27,PHO,PG,68,68,2447,0.492,15.4,0.68,0.14,0.158,0.231,0.151,0.32,0.552,0.76,0.447,0.551,0.472,0.364,0.373,0.612,0.013,14,0.074,0.452,0,0,ASNBA3,bookede01
40,Jarrett Allen,25,CLE,C,77,77,2442,0.634,4.2,0.993,0.554,0.338,0.081,0.02,0.007,0.638,0.738,0.531,0.5,0.25,0,0.823,,0.243,170,0.333,0,0,0,DPOY-10,allenja01
41,Jabari Smith Jr.,20,HOU,PF,76,76,2424,0.454,16.1,0.544,0.187,0.14,0.142,0.074,0.456,0.53,0.686,0.479,0.458,0.371,0.363,0.617,0.949,0.066,46,0.182,0.464,5,0,,smithja05
42,Stephen Curry,35,GSW,PG,74,74,2421,0.45,19.8,0.394,0.074,0.173,0.065,0.082,0.606,0.515,0.692,0.508,0.426,0.441,0.408,0.399,0.611,0,0,0.08,0.557,2,0,CPOY-1ASNBA3,curryst01
43,Bam Adebayo,26,MIA,C,71,71,2416,0.521,8.5,0.959,0.245,0.367,0.278,0.069,0.041,0.528,0.727,0.515,0.406,0.386,0.357,0.573,1,0.148,134,0.167,0.429,0,0,DPOY-3AS,adebaba01
44,Chet Holmgren,21,OKC,C,82,82,2413,0.53,12.8,0.634,0.296,0.208,0.093,0.037,0.366,0.623,0.77,0.535,0.461,0.343,0.37,0.652,0.977,0.156,137,0.106,0.324,2,0,ROY-2,holmgch01
45,Brook Lopez,35,MIL,C,79,79,2411,0.485,16.6,0.465,0.248,0.122,0.077,0.019,0.535,0.621,0.786,0.413,0.431,0.571,0.366,0.739,1,0.058,42,0.141,0.404,0,0,,lopezbr01
46,Kentavious Caldwell-Pope,30,DEN,SG,76,76,2402,0.46,17.2,0.475,0.177,0.085,0.089,0.124,0.525,0.52,0.615,0.44,0.423,0.507,0.406,0.745,0.944,0.02,12,0.373,0.426,0,0,,caldwke01
47,Bogdan Bogdanović,31,ATL,SG,79,33,2401,0.428,18.4,0.417,0.123,0.148,0.095,0.051,0.583,0.503,0.563,0.46,0.514,0.464,0.374,0.558,0.863,0.008,7,0.204,0.42,5,0,6MOY-5,bogdabo01
48,Brandon Miller,21,CHO,SF,74,68,2383,0.44,16.7,0.545,0.141,0.168,0.163,0.073,0.455,0.495,0.673,0.412,0.426,0.494,0.373,0.493,0.908,0.039,39,0.181,0.393,4,0,ROY-3,millebr02
49,Harrison Barnes,31,SAC,PF,82,82,2381,0.474,15.9,0.474,0.182,0.223,0.052,0.018,0.526,0.571,0.684,0.515,0.421,0.538,0.387,0.631,0.966,0.034,21,0.421,0.42,0,0,,barneha02
50,Derrick White,29,BOS,SG,73,73,2381,0.461,18,0.41,0.114,0.192,0.08,0.024,0.59,0.555,0.771,0.509,0.373,0.5,0.396,0.419,0.801,0.015,13,0.202,0.42,0,0,DPOY-8,whitede01
51,Tobias Harris,31,PHI,PF,70,70,2368,0.487,11.9,0.729,0.268,0.251,0.14,0.069,0.271,0.537,0.686,0.431,0.511,0.394,0.353,0.444,0.956,0.043,39,0.26,0.403,0,0,,harrito02
52,Donte DiVincenzo,27,NYK,SG,81,63,2360,0.443,19.2,0.298,0.178,0.081,0.027,0.012,0.702,0.542,0.603,0.407,0.556,0.5,0.401,0.636,0.919,0.025,20,0.251,0.446,3,1,,divindo01
53,Jordan Poole,24,WAS,SG,78,66,2346,0.413,17.1,0.524,0.156,0.18,0.116,0.073,0.476,0.492,0.714,0.394,0.387,0.425,0.326,0.408,0.668,0.008,9,0.108,0.344,4,0,,poolejo01
54,Jaylen Brown,27,BOS,SF,70,70,2343,0.499,13,0.674,0.247,0.237,0.119,0.07,0.326,0.57,0.723,0.487,0.52,0.398,0.354,0.429,0.634,0.075,76,0.205,0.381,0,0,AS,brownja02
55,Malik Beasley,27,MIL,SG,79,77,2337,0.443,20.7,0.249,0.073,0.1,0.04,0.036,0.751,0.533,0.736,0.472,0.414,0.423,0.413,0.688,0.951,0.008,5,0.399,0.472,0,0,,beaslma01
56,Franz Wagner,22,ORL,SF,72,72,2337,0.482,11.3,0.695,0.315,0.32,0.039,0.022,0.305,0.57,0.716,0.459,0.442,0.292,0.281,0.419,0.787,0.06,65,0.12,0.225,4,0,,wagnefr01
57,Kawhi Leonard,32,LAC,SF,68,68,2330,0.525,13.9,0.711,0.168,0.2,0.246,0.097,0.289,0.569,0.79,0.539,0.5,0.425,0.417,0.451,0.657,0.072,76,0.193,0.446,0,0,ASNBA2,leonaka01
58,Herbert Jones,25,NOP,SF,76,76,2321,0.498,13.8,0.536,0.311,0.162,0.022,0.041,0.464,0.568,0.705,0.389,0.231,0.417,0.418,0.609,0.965,0.07,39,0.527,0.479,1,0,DPOY-5,joneshe01
59,Aaron Gordon,28,DEN,PF,73,73,2297,0.556,7.4,0.807,0.554,0.183,0.053,0.017,0.193,0.619,0.738,0.382,0.263,0.417,0.29,0.642,0.85,0.256,171,0.391,0.352,1,0,,gordoaa01
60,Klay Thompson,33,GSW,SF,77,63,2284,0.432,20.3,0.389,0.051,0.108,0.107,0.124,0.611,0.503,0.724,0.484,0.463,0.464,0.387,0.721,0.937,0.002,2,0.132,0.396,2,0,,thompkl01
61,Kyle Kuzma,28,WAS,PF,70,70,2281,0.463,13.7,0.657,0.206,0.272,0.117,0.062,0.343,0.53,0.789,0.451,0.357,0.341,0.336,0.538,0.788,0.046,57,0.222,0.41,1,0,,kuzmaky01
62,Jrue Holiday,33,BOS,PG,69,69,2263,0.48,15.7,0.533,0.163,0.219,0.099,0.052,0.467,0.526,0.688,0.49,0.397,0.417,0.429,0.461,0.754,0.01,5,0.261,0.619,1,0,DPOY-6,holidjr01
63,Deni Avdija,23,WAS,SF,75,75,2257,0.506,10.9,0.707,0.336,0.298,0.044,0.03,0.293,0.56,0.737,0.427,0.171,0.458,0.374,0.569,0.852,0.057,42,0.272,0.484,3,0,,avdijde01
64,Devin Vassell,23,SAS,SG,68,62,2248,0.472,16.4,0.578,0.163,0.126,0.159,0.13,0.422,0.544,0.715,0.511,0.548,0.358,0.372,0.602,0.837,0.05,49,0.188,0.512,2,0,,vassede01
65,Luguentz Dort,24,OKC,SF,79,79,2246,0.438,17.4,0.397,0.212,0.096,0.05,0.04,0.603,0.506,0.612,0.397,0.424,0.308,0.394,0.636,0.994,0.041,23,0.278,0.409,0,0,,dortlu01
66,Max Strus,27,CLE,SF,70,70,2239,0.418,18.3,0.342,0.238,0.078,0.016,0.01,0.658,0.546,0.607,0.351,0.667,0.429,0.351,0.684,0.964,0.036,22,0.23,0.336,3,1,,strusma01
67,Dillon Brooks,28,HOU,SF,72,72,2227,0.428,15.7,0.518,0.173,0.228,0.083,0.034,0.482,0.492,0.707,0.36,0.422,0.462,0.359,0.587,0.962,0.021,14,0.154,0.421,2,0,,brookdi01
68,Tyrese Haliburton,23,IND,PG,69,68,2224,0.477,17.6,0.49,0.155,0.171,0.087,0.077,0.51,0.595,0.66,0.592,0.56,0.506,0.364,0.315,0.472,0.026,27,0.08,0.326,4,0,ASNBA3,halibty01
69,Jalen Williams,22,OKC,PF,71,71,2223,0.54,11.9,0.757,0.261,0.241,0.171,0.085,0.243,0.576,0.73,0.473,0.529,0.488,0.427,0.404,0.748,0.075,63,0.104,0.52,0,0,CPOY-12,willija06
70,P.J. Washington,25,2TM,PF,73,45,2221,0.436,15.5,0.491,0.2,0.239,0.039,0.012,0.509,0.558,0.722,0.454,0.438,0.3,0.32,0.797,0.955,0.06,45,0.266,0.245,2,0,,washipj01
71,P.J. Washington,25,CHO,PF,44,17,1286,0.446,15,0.521,0.224,0.238,0.043,0.016,0.479,0.558,0.719,0.438,0.455,0.375,0.324,0.784,0.937,0.059,28,0.176,0.256,2,0,,washipj01
72,P.J. Washington,25,DAL,PF,29,28,935,0.421,16.1,0.44,0.159,0.242,0.033,0.007,0.56,0.556,0.729,0.479,0.4,0,0.314,0.824,0.981,0.063,17,0.396,0.239,0,0,,washipj01
73,Jaden Ivey,21,DET,SG,77,61,2217,0.429,13.8,0.621,0.222,0.249,0.118,0.032,0.379,0.485,0.657,0.413,0.339,0.387,0.336,0.423,0.895,0.015,14,0.225,0.337,6,0,,iveyja01
74,Ayo Dosunmu,24,CHI,SG,76,37,2212,0.501,13,0.59,0.334,0.164,0.05,0.042,0.41,0.568,0.654,0.466,0.361,0.533,0.403,0.548,0.891,0.019,13,0.485,0.385,1,0,,dosunay01
75,Zion Williamson,23,NOP,PF,70,70,2207,0.57,4,0.984,0.547,0.404,0.03,0.003,0.016,0.574,0.717,0.396,0.394,0.333,0.333,0.474,0.833,0.08,78,0.111,1,0,0,,willizi01
76,Mike Conley,36,MIN,PG,76,76,2193,0.457,18.8,0.371,0.084,0.161,0.09,0.036,0.629,0.481,0.648,0.49,0.362,0.348,0.442,0.461,0.804,0,0,0.225,0.484,0,0,,conlemi01
77,Jeremy Sochan,20,SAS,PF,74,73,2193,0.438,11,0.707,0.332,0.256,0.084,0.035,0.293,0.492,0.659,0.362,0.292,0.333,0.308,0.596,0.986,0.098,68,0.317,0.319,4,0,,sochaje01
78,Buddy Hield,31,2TM,SF,84,42,2160,0.436,19.1,0.332,0.161,0.098,0.031,0.042,0.668,0.539,0.657,0.446,0.346,0.444,0.386,0.671,0.918,0.008,6,0.178,0.436,0,0,,hieldbu01
79,Buddy Hield,31,IND,SF,52,28,1336,0.443,19.4,0.309,0.164,0.097,0.017,0.031,0.691,0.575,0.635,0.54,0.333,0.5,0.384,0.717,0.912,0.012,5,0.162,0.379,0,0,,hieldbu01
80,Buddy Hield,31,PHI,SG,32,14,824,0.426,18.9,0.366,0.156,0.099,0.051,0.06,0.634,0.492,0.692,0.303,0.353,0.4,0.389,0.6,0.927,0.003,1,0.204,0.512,0,0,,hieldbu01
81,CJ McCollum,32,NOP,PG,66,66,2159,0.459,17.5,0.472,0.107,0.186,0.121,0.058,0.528,0.492,0.584,0.464,0.477,0.443,0.429,0.392,0.741,0.005,5,0.12,0.448,0,0,,mccolcj01
82,Spencer Dinwiddie,30,2TM,PG,76,52,2152,0.392,17.9,0.425,0.127,0.213,0.063,0.023,0.575,0.467,0.642,0.426,0.325,0.267,0.337,0.157,0.782,0.017,8,0.25,0.511,2,0,,dinwisp01
83,Spencer Dinwiddie,30,BRK,PG,48,48,1474,0.391,17,0.443,0.14,0.222,0.06,0.02,0.557,0.48,0.643,0.441,0.333,0.2,0.32,0.16,0.719,0.016,5,0.212,0.458,2,0,,dinwisp01
84,Spencer Dinwiddie,30,LAL,PG,28,4,678,0.397,18.8,0.362,0.078,0.177,0.071,0.035,0.638,0.412,0.636,0.36,0.3,0.4,0.389,0.143,0.943,0.021,3,0.367,0.606,0,0,,dinwisp01
85,Tre Jones,24,SAS,PG,77,48,2138,0.505,11.5,0.682,0.328,0.242,0.1,0.012,0.318,0.584,0.726,0.497,0.367,0.286,0.335,0.406,0.906,0.003,1,0.403,0.377,2,0,,jonestr01
86,Grant Williams,25,2TM,PF,76,43,2130,0.456,16.4,0.445,0.183,0.165,0.079,0.017,0.555,0.558,0.793,0.4,0.375,0.4,0.375,0.74,0.952,0.02,10,0.318,0.346,1,0,,willigr01
87,Grant Williams,25,DAL,PF,47,33,1242,0.413,18.6,0.338,0.132,0.132,0.05,0.022,0.662,0.486,0.69,0.333,0.375,0.429,0.376,0.75,0.987,0.013,2,0.386,0.37,1,0,,willigr01
88,Grant Williams,25,CHO,PF,29,10,888,0.503,14.3,0.563,0.24,0.201,0.111,0.01,0.438,0.605,0.855,0.448,0.375,0.333,0.373,0.735,0.894,0.028,8,0.206,0.269,0,0,,willigr01
89,Jaren Jackson Jr.,24,MEM,C,66,66,2124,0.444,11.9,0.685,0.221,0.39,0.066,0.008,0.315,0.501,0.63,0.439,0.455,0.333,0.32,0.491,0.932,0.034,34,0.15,0.309,8,0,,jacksja02
90,Tim Hardaway Jr.,31,DAL,SF,79,12,2120,0.402,19.7,0.388,0.093,0.087,0.102,0.106,0.612,0.478,0.725,0.365,0.45,0.379,0.353,0.685,0.858,0.016,15,0.253,0.391,3,0,6MOY-9,hardati02
91,Nic Claxton,24,BRK,C,71,71,2116,0.629,3.6,0.991,0.596,0.337,0.05,0.009,0.009,0.633,0.769,0.434,0.345,0.6,0.2,0.729,1,0.328,172,0.8,0.25,0,0,,claxtni01
92,Jaime Jaquez Jr.,22,MIA,SF,75,20,2113,0.489,10.9,0.71,0.286,0.337,0.069,0.019,0.29,0.558,0.668,0.506,0.438,0.231,0.322,0.533,0.969,0.05,29,0.51,0.32,4,0,ROY-46MOY-9,jaqueja01
93,Taurean Prince,29,LAL,PF,78,49,2108,0.442,17.8,0.378,0.128,0.168,0.059,0.023,0.622,0.519,0.699,0.438,0.441,0.308,0.396,0.866,0.943,0.014,7,0.41,0.363,3,0,,princta02
94,Victor Wembanyama,20,SAS,C,71,71,2106,0.465,13,0.668,0.293,0.204,0.089,0.082,0.332,0.534,0.706,0.463,0.321,0.33,0.325,0.728,0.797,0.158,165,0.056,0.545,1,0,ROY-1DPOY-2,wembavi01
95,Jaden McDaniels,23,MIN,SF,72,71,2105,0.489,13.6,0.594,0.22,0.237,0.107,0.03,0.406,0.592,0.783,0.497,0.507,0.263,0.337,0.62,0.988,0.092,49,0.608,0.361,2,0,,mcdanja02
96,Brandon Ingram,26,NOP,SF,64,64,2103,0.492,14.4,0.762,0.147,0.155,0.28,0.179,0.238,0.534,0.753,0.449,0.512,0.462,0.355,0.415,0.779,0.034,35,0.128,0.355,2,0,,ingrabr01
97,Scottie Barnes,22,TOR,SG,60,60,2094,0.475,12.4,0.686,0.271,0.268,0.079,0.069,0.314,0.536,0.733,0.429,0.297,0.446,0.341,0.462,0.911,0.084,73,0.149,0.364,1,0,AS,barnesc01
98,Jusuf Nurkić,29,PHO,C,76,76,2078,0.51,6.5,0.856,0.504,0.311,0.03,0.011,0.144,0.555,0.63,0.446,0.526,0.286,0.244,0.651,1,0.104,56,0.1,0.111,0,0,,nurkiju01
99,Myles Turner,27,IND,C,77,77,2076,0.524,13.2,0.644,0.249,0.253,0.081,0.061,0.356,0.615,0.761,0.487,0.568,0.618,0.358,0.8,0.991,0.077,66,0.127,0.317,1,0,,turnemy01
100,Collin Sexton,25,UTA,SG,78,51,2075,0.487,12.3,0.687,0.203,0.346,0.098,0.039,0.313,0.53,0.744,0.451,0.402,0.439,0.394,0.418,0.805,0.027,23,0.212,0.435,2,0,,sextoco01
101,Cam Thomas,22,BRK,SG,66,51,2075,0.442,14.8,0.667,0.138,0.225,0.187,0.117,0.333,0.481,0.646,0.433,0.462,0.41,0.364,0.432,0.674,0.002,2,0.126,0.5,1,0,,thomaca02
102,Cade Cunningham,22,DET,PG,62,62,2074,0.449,13.5,0.713,0.177,0.275,0.154,0.106,0.287,0.487,0.618,0.402,0.528,0.427,0.355,0.262,0.706,0.022,23,0.116,0.359,5,0,,cunnica01
103,Corey Kispert,24,WAS,SF,80,22,2067,0.486,17.7,0.395,0.2,0.149,0.038,0.009,0.605,0.643,0.78,0.525,0.4,0.571,0.383,0.752,0.967,0.03,18,0.215,0.379,2,0,,kispeco01
104,Saddiq Bey,24,ATL,SF,63,51,2062,0.416,14.5,0.486,0.287,0.155,0.033,0.011,0.514,0.522,0.645,0.361,0.261,0.375,0.316,0.492,0.982,0.066,44,0.453,0.29,1,0,,beysa01
105,Kelly Oubre Jr.,28,PHI,SF,68,52,2055,0.441,12.4,0.63,0.308,0.237,0.068,0.017,0.37,0.517,0.693,0.356,0.35,0.267,0.311,0.552,0.851,0.117,86,0.308,0.33,0,0,,oubreke01
106,Alperen Şengün,21,HOU,C,63,63,2046,0.537,7.9,0.887,0.338,0.394,0.115,0.04,0.113,0.567,0.69,0.496,0.513,0.385,0.297,0.626,1,0.075,64,0.018,0,2,0,,sengual01
107,Jimmy Butler,34,MIA,PF,60,60,2042,0.499,9.7,0.817,0.267,0.356,0.139,0.055,0.183,0.519,0.679,0.465,0.391,0.409,0.414,0.452,0.8,0.057,41,0.483,0.443,0,0,,butleji01
108,Alex Caruso,29,CHI,SG,71,57,2040,0.468,17.1,0.384,0.216,0.115,0.022,0.031,0.616,0.563,0.675,0.387,0.667,0.353,0.408,0.436,0.89,0.031,15,0.363,0.397,0,0,DPOY-10,carusal01
109,Terry Rozier,29,2TM,SG,61,60,2040,0.443,15.2,0.589,0.16,0.224,0.112,0.092,0.411,0.498,0.563,0.509,0.411,0.467,0.363,0.29,0.651,0.002,2,0.28,0.383,2,0,,roziete01
110,Terry Rozier,29,CHO,SG,30,30,1065,0.459,15.2,0.577,0.186,0.208,0.102,0.082,0.423,0.533,0.598,0.544,0.446,0.467,0.358,0.325,0.639,0.002,1,0.254,0.305,2,0,,roziete01
111,Terry Rozier,29,MIA,PG,31,30,975,0.423,15.1,0.604,0.129,0.245,0.125,0.105,0.396,0.458,0.5,0.473,0.375,0.468,0.371,0.242,0.667,0.002,1,0.315,0.464,0,0,,roziete01
112,Keldon Johnson,24,SAS,SF,69,27,2038,0.454,13.4,0.574,0.261,0.256,0.038,0.019,0.426,0.533,0.636,0.439,0.485,0.5,0.346,0.492,0.906,0.038,28,0.3,0.327,1,0,,johnske04
113,Kyrie Irving,31,DAL,SG,58,58,2030,0.497,15.1,0.628,0.144,0.226,0.171,0.087,0.372,0.548,0.675,0.527,0.518,0.449,0.411,0.375,0.653,0.006,6,0.166,0.514,1,0,CPOY-7,irvinky01
114,Karl-Anthony Towns,28,MIN,PF,62,62,2026,0.504,12.7,0.656,0.258,0.29,0.063,0.045,0.344,0.55,0.69,0.471,0.45,0.395,0.416,0.641,0.971,0.043,35,0.089,0.414,1,0,AS,townska01
115,Jalen Suggs,22,ORL,SG,75,75,2025,0.471,16.7,0.461,0.204,0.137,0.078,0.041,0.539,0.556,0.712,0.48,0.321,0.483,0.397,0.486,0.869,0.048,26,0.252,0.392,1,0,DPOY-10,suggsja01
