Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
270,Curtis Perry,29,PHO,PF,45,,818,4.8,10.7,0.453,2.2,2.9,0.785,3.8,7.2,11,2.1,1.5,1,2.8,5.3,11.9,,perrycu01
271,Bob Nash,27,KCK,SF,66,,800,7.1,13.7,0.516,2.3,3.1,0.725,3.4,4.2,7.6,2.1,1.2,0.8,2.1,3.4,16.4,,nashbo01
272,Alonzo Bradley,24,HOU,SF,43,,798,5.9,13.7,0.428,1.9,2.7,0.729,1.1,3.4,4.5,2.4,0.7,0.3,2.5,3.7,13.7,,bradlal01
273,Cazzie Russell,33,CHI,SF,36,5,789,6.1,13.9,0.438,2.2,2.6,0.86,1.4,2.4,3.8,2.8,0.9,0.2,1.6,2.9,14.4,,russeca01
274,T.R. Dunn,22,POR,SG,63,,768,4.7,11.3,0.417,1.7,2.6,0.661,3,3.9,6.9,2.1,2.2,0.4,1.6,3.5,11.1,,dunntr01
275,Harvey Catchings,26,PHI,C,61,2,748,3.4,8.6,0.393,1.6,2.6,0.618,5.1,7,12,1.6,1,3.2,2.1,6,8.4,,catchha01
276,Kenny Carr,22,LAL,PF,52,,733,6.6,14.8,0.444,2.7,4.2,0.647,2.6,7.6,10.2,1.3,0.9,0.7,4.4,6.2,15.9,,carrke01
277,Tate Armstrong,22,CHI,SG,66,0,716,6.6,14.1,0.468,1.1,1.4,0.815,1.2,2.2,3.4,3.7,1.2,0,2.9,2.1,14.3,,armstta01
278,Steve Sheppard,23,CHI,SF,64,7,698,6.1,13.5,0.454,1.9,2.9,0.661,3.5,3.3,6.8,2.2,0.7,0.2,2.4,3.7,14.2,,sheppst01
279,Jim McDaniels,29,BUF,C,42,,694,5.2,12.1,0.427,1.9,2.2,0.857,2.4,7,9.4,2.3,0.2,1.9,2.6,5.8,12.2,,mcdanji01
280,Scott Lloyd,25,2TM,C,70,,678,4.2,10.2,0.415,2.6,3.6,0.721,2.8,4.9,7.7,2.3,0.7,0.7,2.3,5.6,11.1,,lloydsc01
281,Scott Lloyd,25,MIL,C,14,,112,3.9,10.6,0.364,1.9,3.2,0.6,2.3,6.1,8.4,2.9,1,1.6,2.3,7.1,9.6,,lloydsc01
282,Scott Lloyd,25,BUF,C,56,,566,4.3,10.2,0.425,2.7,3.7,0.741,2.9,4.7,7.6,2.2,0.7,0.6,2.3,5.3,11.4,,lloydsc01
283,Dick Snyder,33,CLE,SG,58,,660,6.1,13.7,0.444,3.1,3.5,0.875,0.5,2.2,2.7,3.1,1.3,1,2.6,4,15.3,,snydedi01
284,Phil Jackson,32,NYK,PF,63,0,654,3,6.3,0.478,2.4,3.1,0.768,1.6,4.5,6.1,2.5,1.7,0.8,2.6,5.8,8.4,,jacksph01
285,Fred Saunders,26,2TM,SF,56,,643,5.5,13.1,0.423,1.5,2,0.722,2.1,4.1,6.2,2.6,1.2,0.8,2.4,5.9,12.5,,saundfr01
286,Fred Saunders,26,BOS,SF,26,,243,4.4,13.5,0.33,2.1,2.5,0.824,1.6,3.9,5.5,1.6,1,0.6,3,5,11,,saundfr01
287,Fred Saunders,26,NOJ,SF,30,,400,6.2,12.9,0.483,1.1,1.7,0.632,2.4,4.2,6.7,3.2,1.3,0.9,2,6.5,13.5,,saundfr01
288,Ben Poquette,22,DET,PF,52,,626,5.5,12.9,0.422,2.4,3.5,0.7,2.9,5.5,8.3,1.2,0.6,1.3,2.3,4,13.3,,poquebe01
289,C.J. Kupec,25,HOU,SF,49,,626,4.8,11.3,0.426,1.6,1.9,0.818,1.6,3.7,5.2,2.9,0.6,0.2,1.4,3.1,11.2,,kupeccj01
290,Nick Weatherspoon,27,CHI,SF,41,0,611,5.1,11.4,0.443,2.2,2.5,0.881,3.4,4,7.4,1.9,1.1,0.6,2.9,4.4,12.3,,weathni01
291,Willie Norwood,30,2TM,SF,35,,611,4.4,10.7,0.409,2.9,4.4,0.667,2.9,4.1,7,1.9,1.8,0.2,3.3,6,11.7,,norwowi01
292,Willie Norwood,30,DET,SF,16,,260,4.7,11.4,0.415,2.8,4,0.69,3.7,3.7,7.5,1.9,1.8,0.4,2.4,6.2,12.2,,norwowi01
293,Willie Norwood,30,POR,SF,19,,351,4.1,10.2,0.404,3.1,4.7,0.652,2.3,4.4,6.7,1.9,1.8,0,4,5.7,11.3,,norwowi01
294,Ernie DiGregorio,27,2TM,PG,52,,606,5.2,12.4,0.421,1.7,2,0.848,0.4,2.6,3,8.1,1.1,0.1,5.5,2.6,12.1,,digreer01
295,Ernie DiGregorio,27,LAL,PG,25,,332,4.4,10.8,0.41,1.7,2.2,0.8,0.5,2,2.5,7.7,0.7,0,5,2.4,10.6,,digreer01
296,Ernie DiGregorio,27,BOS,PG,27,,274,6.2,14.3,0.431,1.6,1.7,0.923,0.3,3.3,3.5,8.7,1.6,0.1,6.2,2.9,13.9,,digreer01
297,Al Eberhard,25,DET,SF,37,,576,4.4,10,0.444,2.6,3.8,0.672,2.3,4.1,6.4,1.6,0.8,0.2,1.4,4,11.4,,eberhal01
298,Wilson Washington,22,2TM,PF,38,0,561,6.4,13.2,0.485,1.9,3.4,0.547,3.2,6.8,10,0.6,1.2,2.4,4,4.8,14.7,,washiwi01
299,Wilson Washington,22,PHI,PF,14,0,38,7.6,18,0.421,2.8,5.7,0.5,1.9,11.4,13.3,0.9,0.9,1.9,9.5,2.8,18,,washiwi01
300,Wilson Washington,22,NJN,PF,24,,523,6.3,12.9,0.492,1.8,3.2,0.553,3.3,6.5,9.8,0.6,1.2,2.4,3.6,5,14.5,,washiwi01
301,Kevin Restani,26,2TM,PF,54,,547,4.7,11,0.431,0.6,0.9,0.692,2.4,4.7,7.1,2,0.3,0.3,1.1,2.7,10.1,,restake01
302,Kevin Restani,26,MIL,PF,8,,84,5.6,12,0.464,0,0.9,0,1.7,4.3,6,3.9,0,0.4,0.9,1.7,11.1,,restake01
303,Kevin Restani,26,KCK,PF,46,,463,4.6,10.8,0.424,0.7,0.9,0.818,2.5,4.8,7.3,1.6,0.4,0.3,1.2,2.9,9.9,,restake01
304,Cliff Pondexter,23,CHI,PF,44,0,534,2.5,5.7,0.435,0.9,1.3,0.7,2.4,6.3,8.8,5.9,1.3,1,2,4.4,5.9,,pondecl01
305,Ken Charles,26,ATL,SG,21,,520,5.1,12.7,0.397,2.9,3.5,0.84,0.4,1.2,1.7,5.7,1.7,0.3,2.6,3.7,13,,charlke01
306,Mo Layton,29,SAS,PG,41,,498,6.1,12.1,0.506,0.9,0.9,0.923,0.3,2,2.3,7.8,1.5,0.3,4.3,3.7,13.2,,laytomo01
307,Derrek Dickey,26,2TM,PF,47,1,493,6.4,14.5,0.439,2.2,2.6,0.833,2.6,4.5,7.1,1.5,1,0.3,2.9,4.1,14.9,,dickede01
308,Derrek Dickey,26,GSW,PF,22,,273,7.9,17.1,0.462,2.1,2.2,0.941,2.8,3.7,6.5,1.5,1.3,0.3,2.2,3.8,17.9,,dickede01
309,Derrek Dickey,26,CHI,PF,25,1,220,4.4,11.1,0.397,2.3,3.1,0.737,2.5,5.4,7.9,1.6,0.7,0.3,3.8,4.4,11.1,,dickede01
310,Wesley Cox,23,GSW,SF,43,,453,5.5,13.7,0.399,4.6,7.9,0.58,3.3,8,11.4,1,1.7,0.8,2.9,6.5,15.6,,coxwe01
311,Gus Bailey,26,NOJ,SG,48,,449,4.7,11.1,0.424,3,5.4,0.552,3.5,3,6.6,3.2,1.4,1.2,2.6,3.7,12.4,,bailegu01
312,Steve Green,24,IND,SF,44,,449,4.5,10.3,0.438,3.1,4.5,0.696,2.5,3.2,5.7,2.4,1.1,0.2,1.8,5.4,12.1,,greenst01
313,Joe Pace,24,WSB,C,49,,438,5.5,11.5,0.479,4.7,7.6,0.613,4.1,6.9,11,1.9,1,1.7,3.6,7.1,15.7,,pacejo01
314,Greg Griffin,25,PHO,SF,36,,422,5.2,14.4,0.361,2,3.1,0.639,3.8,5,8.8,2,1.4,0,3.3,4.8,12.4,,griffgr01
315,Louie Nelson,26,2TM,SG,33,,406,7.5,18.7,0.403,5.1,7.4,0.679,1.2,3.5,4.6,3,2,0.6,4.3,2.9,20.1,,nelsolo01
316,Louie Nelson,26,KCK,SG,8,,53,2,9.5,0.214,6.1,7.5,0.818,0.7,1.4,2,3.4,1.4,0.7,5.4,3.4,10.2,,nelsolo01
317,Louie Nelson,26,NJN,SG,25,,353,8.4,20.1,0.416,4.9,7.4,0.658,1.2,3.8,5,3,2,0.6,4.1,2.9,21.6,,nelsolo01
318,Jim Eakins,31,2TM,C,33,,406,3.9,7.6,0.512,4.4,5.3,0.833,2.6,4.1,6.7,2.6,0.6,1.5,2.9,6.3,12.2,,eakinji01
319,Jim Eakins,31,SAS,C,16,,251,4.3,7.5,0.577,4.2,4.9,0.853,2.4,4.2,6.6,2.4,0.4,1.4,3.4,6.6,12.8,,eakinji01
320,Jim Eakins,31,MIL,C,17,,155,3.3,7.9,0.412,4.9,6,0.808,2.8,3.9,6.7,2.8,0.9,1.6,2.1,5.8,11.4,,eakinji01
321,Joe Hassett,22,SEA,SG,48,,404,8.1,18.3,0.444,0.9,1.1,0.833,1.2,2,3.2,3.7,1.9,0,3,4,17.1,,hassejo01
322,Phil Walker,21,WSB,SG,40,,384,5.3,15.1,0.354,6,9,0.667,2,2.9,4.9,5.1,1.3,0.5,5.8,3.7,16.7,,walkeph01
323,Robert Smith,22,DEN,PG,45,,378,4.8,9.2,0.515,2,2.3,0.875,0.6,2.9,3.4,3.7,1.7,0.3,1.9,5,11.5,,smithro01
324,Freddie Boyd,27,NOJ,SG,21,,363,4.4,10.9,0.4,1.4,2.2,0.636,0.2,1.7,1.9,4.8,0.9,0.3,2,2.3,10.1,,boydfr01
325,Bubbles Hawkins,23,NJN,SG,15,,343,7.2,15.7,0.46,2.6,3,0.862,2.2,3,5.2,3.9,2.3,1.4,4.5,5.4,17.1,,hawkiro01
326,Brad Davis,22,LAL,PG,33,,334,3.2,7.8,0.417,2.4,3.1,0.759,0.4,3.3,3.8,8.9,1.6,0.2,3.8,4.2,8.8,,davisbr01
327,James Silas,28,SAS,PG,37,,311,5,11.2,0.443,6.9,8.5,0.822,0.5,2.2,2.7,4.4,1.3,0.1,3.5,3.4,16.9,,silasja01
328,Mel Bennett,23,IND,PF,31,,285,2.9,10.2,0.284,3.5,5.7,0.622,6.2,5.6,11.7,2.8,1.4,0.9,3.8,6.8,9.3,,benneme01
329,Tom Boerwinkle,32,CHI,C,22,0,227,3.6,7.9,0.46,1.6,2.1,0.769,2.2,7.1,9.4,7,0.5,0.6,4.1,5.7,8.9,,boerwto01
330,Rudy White,24,HOU,SG,21,,219,5.1,14,0.365,2.3,3,0.778,1.3,2.1,3.5,3.6,1.3,0,3.6,3.9,12.5,,whiteru01
331,Johnny Neumann,26,IND,SG,20,,216,5.8,14.3,0.407,2.2,3,0.722,0.8,1.5,2.3,4.5,1,0.2,3.7,4,13.8,,neumajo01
332,Claude Terry,28,ATL,SG,27,,166,5.4,14.7,0.368,2,2.4,0.818,0.7,2.6,3.3,1.5,1.3,0,1.7,3,12.8,,terrycl01
