Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
30,Dick McGuire,26,NYK,PG,64,2018,3.6,8.5,0.43,3.3,5.2,0.631,5.9,6.9,3.2,10.5,AS,mcguidi01
31,Don Barksdale,28,BLB,PF,62,2014,4.9,14.4,0.338,4.2,6.1,0.691,10.7,2.4,4.1,14,,barksdo01
32,Dolph Schayes,23,SYR,PF,63,2004,4.7,13.3,0.355,6.1,7.6,0.807,13.9,3.3,3.8,15.6,ASNBA1,schaydo01
33,Don Boven,26,MLH,SG,66,1982,3.6,12.1,0.299,4.6,6.4,0.731,6.1,3.2,4.9,11.9,,bovendo01
34,Bob Donham,25,BOS,SG,66,1980,3.7,7.5,0.487,2.7,5.3,0.509,6,4.1,4.1,10,,donhabo01
35,Chuck Cooper,25,BOS,SF,66,1976,3.6,9.9,0.361,2.7,3.7,0.741,9.1,2.4,4,9.9,,coopech01
36,Harry Gallatin,24,NYK,PF,66,1931,4.3,9.8,0.442,5.1,6.4,0.806,12.3,2.1,4.2,13.8,AS,gallaha01
37,George Senesky,29,PHW,PG,57,1925,3.1,8.5,0.361,2.7,3.6,0.753,4.3,5.2,2.3,8.9,,senesge01
38,Joe Fulks,30,PHW,PF,61,1904,6.4,20.4,0.312,4.7,5.7,0.825,7,2.3,4.8,17.4,AS,fulksjo01
39,Dike Eddleman,29,2TM,SF,66,1904,5.1,15.4,0.332,3.8,6.3,0.611,5.1,2.6,4.8,14,AS,eddledi01
40,Dike Eddleman,29,MLH,SF,50,1616,5.1,15.6,0.324,4.1,6.5,0.631,5.2,2.5,4.3,14.2,,eddledi01
41,Dike Eddleman,29,FTW,SF,16,288,5.4,14.1,0.381,2.3,4.9,0.462,4.6,2.9,7.4,13,,eddledi01
42,Paul Walther,24,INO,SG,55,1903,4.2,10.4,0.401,4.4,5.8,0.75,4.7,2.6,3.2,12.7,AS,walthpa01
43,Bob Harris,24,BOS,PF,66,1899,3.6,8.8,0.41,2.5,4,0.641,10.1,2.3,3.7,9.7,,harribo01
44,George King,23,SYR,PG,66,1889,4.5,11,0.406,3.6,5,0.712,5.2,4.7,3.8,12.5,,kingge01
45,Bob Lavoy,25,INO,PF,63,1829,4.7,11.9,0.397,3.3,4.4,0.753,9.4,2.1,4.1,12.8,,lavoybo01
46,Don Otten,30,2TM,C,64,1789,4.5,12.8,0.349,6.5,8.4,0.773,8.8,2.5,4.4,15.4,,ottendo01
47,Don Otten,30,FTW,C,7,63,2.9,11.4,0.25,8,9.1,0.875,11.4,2.9,10.9,13.7,,ottendo01
48,Don Otten,30,MLH,C,57,1726,4.5,12.8,0.352,6.4,8.4,0.769,8.7,2.5,4.2,15.5,,ottendo01
49,Ed Mikan,26,PHW,C,66,1781,4.1,11.5,0.354,2.3,3,0.784,9.9,1.8,5.1,10.5,,mikaned01
50,Kevin O'Shea,26,2TM,,65,1725,3.2,9.7,0.328,3,4.4,0.686,4.2,3.6,3.7,9.4,,osheake01
51,Kevin O'Shea,26,MLH,PG,43,1077,3.1,10.1,0.306,2.5,3.8,0.655,4.1,3.4,3.7,8.6,,osheake01
52,Kevin O'Shea,26,BLB,PG,22,648,3.4,9.2,0.37,3.9,5.4,0.722,4.4,3.9,3.5,10.7,,osheake01
53,Wally Osterkorn,23,SYR,SF,66,1721,3,8.6,0.351,4.2,7,0.594,9.3,2.4,4.7,10.2,,osterwa01
54,Bob Harrison,24,MNL,SG,65,1712,3.3,10.2,0.32,1.9,2.6,0.718,3.4,4,4.3,8.4,,harribo02
55,Odie Spears,27,ROC,SF,66,1673,4.8,12.3,0.395,2.5,3.3,0.763,6.5,3.5,4.8,12.2,,spearod01
56,Bill Calhoun,24,BLB,SG,55,1594,2.9,9.2,0.315,2.8,4.1,0.683,5.7,2.6,1.9,8.6,,calhobi01
57,Frank Kudelka,26,BLB,SF,65,1583,4.6,14,0.332,4.5,5.9,0.767,6.3,4.2,5,13.8,,kudelfr01
58,Ralph O'Brien,23,INO,SG,64,1577,5.2,14,0.372,2.8,3.4,0.819,2.8,2.8,2.6,13.2,,obriera01
59,Connie Simmons,26,NYK,C,66,1558,5.2,13.9,0.378,4,5.9,0.689,10.9,2.8,4.9,14.5,,simmoco01
60,Dave Minor,29,BLB,SG,57,1558,4.3,12.1,0.354,2.3,3.1,0.765,6.4,3.7,3.7,10.9,,minorda01
61,Alex Hannum,28,2TM,PF,66,1508,4.1,11,0.368,2.3,3.3,0.71,8,3.2,6.5,10.5,,hannual01
62,Alex Hannum,28,BLB,PF,35,958,4,11.3,0.353,2.1,3.1,0.683,7.3,2.8,5.6,10.1,,hannual01
63,Alex Hannum,28,ROC,PF,31,550,4.2,10.6,0.395,2.7,3.7,0.75,9.4,3.9,7.9,11.1,,hannual01
64,Ernie Vandeweghe,23,NYK,SF,57,1507,4.8,10.9,0.438,3,3.8,0.775,6.3,3.9,4.5,12.5,,vandeer01
65,Pep Saul,27,2TM,SG,64,1479,3.8,10.6,0.36,2.9,3.7,0.778,4,3.6,2.9,10.5,,saulpe01
66,Pep Saul,27,BLB,SG,39,720,4.2,12.5,0.339,2.4,3,0.8,4.2,3.9,2.7,10.9,,saulpe01
67,Pep Saul,27,MNL,SG,25,759,3.4,8.8,0.389,3.4,4.4,0.763,3.8,3.2,3.1,10.2,,saulpe01
68,Vince Boryla,24,NYK,SF,42,1440,5,13.1,0.387,2.4,2.9,0.835,5.5,2.3,3,12.5,,borylvi01
69,Bill Sharman,25,BOS,SG,63,1389,6.3,16.3,0.389,4.7,5.5,0.859,5.7,3.9,4.7,17.4,,sharmbi01
70,George Ratkovicz,29,SYR,PF,66,1356,4.4,12.6,0.349,4.3,6.4,0.674,8.7,2.4,6.2,13.1,,ratkoge01
71,Bob Brannum,25,BOS,PF,66,1324,4.1,11,0.369,2.9,4.6,0.626,11,2.1,6.4,11,,brannbo01
72,Wah Wah Jones,25,INO,PF,58,1320,4.5,14.3,0.313,2.8,3.7,0.75,7.7,4.1,3.7,11.7,,joneswa01
73,Noble Jorgensen,26,SYR,C,66,1318,5.2,12.6,0.413,4.1,5.1,0.797,7.9,1.7,5.2,14.4,,jorgeno01
74,Ray Lumpp,28,NYK,SG,62,1317,5,13,0.387,2.5,3.3,0.756,3.4,3.4,4.5,12.5,,lumppra01
75,Bob Wilson,25,MLH,PG,63,1308,2.2,7.3,0.299,2.1,3.7,0.578,5.8,3,4.7,6.5,,wilsobo01
76,Howie Schultz,29,MNL,PF,66,1301,2.5,8.7,0.283,2.5,3.3,0.756,6.8,2.8,5.5,7.4,,schulho01
77,Don Lofgran,22,INO,SF,63,1254,4.3,12,0.357,4.5,6.3,0.712,7.4,1.4,4.2,13,,lofgrdo01
78,Nelson Bobb,27,PHW,PG,62,1192,3.3,9.2,0.359,3,5,0.593,4.4,5.1,5.5,9.6,,bobbne01
79,Walt Budko,26,PHW,PF,63,1126,3.1,7.7,0.404,1.9,2.8,0.674,7.4,2.9,6.3,8.1,,budkowa01
80,Bill Closs,30,FTW,SF,57,1120,3.9,12.5,0.308,3.4,5,0.682,6.6,2.4,4,11.2,,clossbi01
81,Bill Gabor,29,SYR,SG,57,1085,5.7,17.9,0.322,4.7,6.1,0.776,3.1,2.9,6.2,16.2,,gaborbi01
82,Bones McKinney,33,BOS,SF,63,1083,4.5,13.9,0.325,2.2,2.7,0.813,5.8,3.7,4.9,11.2,,mckinbo01
83,Red Holzman,31,ROC,PG,65,1065,3.5,12.6,0.28,2.1,2.9,0.718,3.6,3.9,3.2,9.1,,holzmre01
84,Neil Johnston,22,PHW,C,64,993,5.1,10.8,0.472,3.6,5.5,0.662,12.4,1.4,5.6,13.8,,johnsne01
85,Whitey Skoog,25,MNL,SG,35,988,3.7,10.8,0.345,1.1,1.4,0.789,4.4,2.2,3.4,8.5,,skoogwh01
86,George Kaftan,23,NYK,SF,52,955,4.3,11.6,0.375,3.5,5.1,0.687,7.4,3.3,4,12.1,,kaftage01
87,Gerry Calabrese,26,SYR,SG,58,937,4.2,12.2,0.344,2.8,4,0.709,3.2,3.2,4.1,11.2,,calabge01
88,Chuck Share,24,FTW,C,63,882,3.1,9.6,0.322,3.9,6.3,0.619,13.5,2.7,5.8,10.1,,sharech01
89,Al Cervi,34,SYR,PG,55,850,4.2,11.9,0.354,9.3,10.5,0.883,3.7,6.3,7.5,17.7,,cervial01
90,Lew Hitch,22,MNL,PF,61,849,3.3,9.1,0.358,2.7,4,0.67,10.3,2.1,3.8,9.2,,hitchle01
91,Al McGuire,23,NYK,PG,59,788,3.3,7.6,0.431,2.9,5.6,0.525,5.5,4.9,6.2,9.5,,mcguial01
92,Don Rehfeldt,25,2TM,SF,39,788,4.5,13,0.347,2.9,3.7,0.788,11.1,2.3,4.7,11.9,,rehfedo01
93,Don Rehfeldt,25,BLB,SF,10,194,3.7,10.9,0.339,2.6,4.3,0.609,12.8,2.2,4.5,10,,rehfedo01
94,Don Rehfeldt,25,MLH,SF,29,594,4.8,13.7,0.35,3,3.5,0.86,10.5,2.3,4.7,12.5,,rehfedo01
95,Dillard Crocker,27,2TM,PF,38,783,4.5,12.8,0.351,4.5,6.7,0.669,5.1,2.6,6.1,13.5,,crockdi01
96,Dillard Crocker,27,INO,PF,6,23,3.1,7.8,0.4,7.8,9.4,0.833,4.7,0,9.4,14.1,,crockdi01
97,Dillard Crocker,27,MLH,PF,32,760,4.5,13,0.35,4.4,6.6,0.662,5.1,2.7,6,13.5,,crockdi01
98,Joe Holland,26,INO,SF,55,737,4.5,12.9,0.351,2,3.4,0.58,8.1,2.3,4.4,11,,hollajo01
99,Joe Hutton,23,MNL,SG,60,723,2.6,7.9,0.335,2.4,3.5,0.7,4.2,3.1,5.5,7.7,,huttojo01
100,Brady Walker,30,BLB,PF,35,699,4.6,11.2,0.41,1.3,1.8,0.765,10,2.1,2,10.5,,walkebr01
101,Joe McNamee,25,2TM,SF,58,695,3.5,11.5,0.306,1.6,2.6,0.6,7.1,2.1,5.6,8.6,,mcnamjo01
102,Joe McNamee,25,ROC,SF,24,118,1.8,9.5,0.194,0.6,1.8,0.333,7.6,0.9,8.5,4.3,,mcnamjo01
103,Joe McNamee,25,BLB,SF,34,577,3.9,11.9,0.325,1.7,2.7,0.636,7,2.3,5,9.5,,mcnamjo01
104,Jake Fendley,22,FTW,SG,58,651,3,9.4,0.318,4.1,5.3,0.789,4.4,3.2,6.5,10.1,,fendlja01
105,Red Owens,26,2TM,SG,29,626,4.8,14.5,0.329,3.7,6.6,0.561,5.9,3.7,5.3,13.2,,owensre01
106,Red Owens,26,BLB,SG,19,341,5.8,17,0.342,4.2,7.9,0.533,7.5,3.4,5.4,15.8,,owensre01
107,Red Owens,26,MLH,SG,10,285,3.5,11.5,0.308,3,4.9,0.615,3.9,4,5.2,10.1,,owensre01
108,John Mahnken,29,BOS,C,60,581,4.8,14.1,0.344,1.6,2.7,0.605,8.2,3.9,5.6,11.3,,mahnkjo01
109,Jim Slaughter,23,BLB,C,28,525,3.6,11.3,0.321,2.8,4.7,0.603,10.1,1.7,5.6,10.1,,slaugji01
110,Art Burris,27,2TM,SF,41,514,2.9,10.9,0.269,1.8,2.7,0.667,6.9,1.9,4.8,7.7,,burriar01
111,Art Burris,27,FTW,SF,29,245,2.6,11,0.24,1,1.8,0.583,7.2,1.6,5.7,6.3,,burriar01
112,Art Burris,27,MLH,SF,12,269,3.2,10.8,0.296,2.5,3.6,0.704,6.7,2.1,4,9,,burriar01
113,Vern Gardner,26,PHW,SG,27,507,5.1,13.8,0.371,1.1,1.6,0.652,8,2.6,4.3,11.3,,gardnve01
114,Cliff Barker,31,INO,SG,44,494,3.5,11.7,0.298,2.2,3.7,0.588,5.9,5.1,4.1,9.2,,barkecl01
115,Jack Kiley,23,FTW,SG,47,477,3.3,14.6,0.228,2.3,4.1,0.556,3.7,4.7,4.1,8.9,,kileyja01
116,Mel Payton,25,PHW,SF,45,471,4.1,10.7,0.386,1.6,2.1,0.75,6.3,3.4,5.2,9.9,,paytome01
117,Dick Dickey,25,BOS,PG,45,440,3.3,11.1,0.294,3.8,5.6,0.681,6.6,4.1,6.5,10.4,,dickedi01
118,Walt Kirk,27,MLH,PG,11,396,2.5,9.2,0.277,5,7.1,0.705,4,2.5,4.3,10.1,,kirkwa01
119,Cal Christensen,24,MLH,SF,24,374,2.8,9.2,0.302,2.9,5.5,0.526,7.9,3.3,4.5,8.5,,chrisca01
120,Ray Ragelis,23,ROC,SF,51,337,2.7,10.3,0.26,1.9,3.1,0.621,8.1,3.3,6.6,7.3,,ragelra01
121,Sam Ranzino,23,ROC,SG,39,234,4.6,13.8,0.333,4,5.7,0.703,6,3.8,9.7,13.2,,ranzisa01
122,Herb Scherer,23,NYK,C,12,167,4.1,14,0.292,1.9,3,0.643,5.6,1.3,5.4,10.1,,scherhe01
123,Stan Brown,22,PHW,,15,141,5.6,16.1,0.349,2.6,4.6,0.556,4.3,2.3,8.2,13.8,,brownst01
124,Belus Smawley,33,BLB,SG,11,139,3.4,16.3,0.206,3.6,4.4,0.824,4.7,2.1,2.3,10.4,,smawlbe01
125,Nate DeLong,26,MLH,,17,132,5.5,11.5,0.476,6.5,9.5,0.686,8.5,3.8,12.8,17.5,,delonna01
126,Don Savage,23,SYR,,12,118,2.7,13.1,0.209,5.5,8.5,0.643,7.3,3.7,6.7,11,,savagdo01
127,Gene Vance,28,MLH,,7,118,2.1,7.9,0.269,2.7,4.3,0.643,4.6,2.7,5.5,7,,vancege01
128,Charlie Black,30,MLH,,13,117,1.8,9.5,0.194,1.5,3.7,0.417,9.5,2.8,9.5,5.2,,blackch01
129,Ed Dahler,26,PHW,,14,112,4.5,12.2,0.368,2.3,2.3,1,7.1,1.6,5.1,11.3,,dahleed01
130,John McConathy,21,MLH,,11,106,1.4,9.8,0.138,2,4.8,0.429,6.8,2.7,2.4,4.8,,mcconjo01
131,Elmer Behnke,22,MLH,,4,55,3.9,14.4,0.273,2.6,4.6,0.571,11.1,2.6,8.5,10.5,,behnkel01
132,John Rennicke,22,MLH,,6,54,2.7,12,0.222,2,6,0.333,6,0.7,4.7,7.3,,rennijo01
133,John Pilch,26,MNL,,9,41,0.9,8.8,0.1,2.6,5.3,0.5,7.9,1.8,8.8,4.4,,pilchjo01
134,Jerry Fowler,24,MLH,,6,41,3.5,11.4,0.308,0.9,3.5,0.25,8.8,1.8,7.9,7.9,,fowleje01
135,Paul Noel,27,ROC,,8,32,2.3,10.1,0.222,2.3,3.4,0.667,4.5,3.4,6.8,6.8,,noelpa01
136,Zeke Sinicola,23,FTW,,3,15,2.4,9.6,0.25,0,4.8,0,2.4,0,4.8,4.8,,sinicze01
