Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
196,Fred Hilton,25,BUF,SG,59,,731,9.4,24.3,0.387,2,2.6,0.774,4.8,3.6,4.9,20.8,,hiltofr01
197,Steve Patterson,24,CLE,C,62,,710,3.6,10,0.359,1.7,3.3,0.523,11.6,2.6,4,8.9,,pattest01
198,Chuck Terry,22,MIL,SF,67,,693,2.9,8.4,0.34,0.9,1.2,0.708,7.5,2.1,6,6.6,,terrych01
199,Dick Cunningham,26,MIL,C,72,,692,3.3,8.1,0.41,1.5,2.6,0.58,10.8,1.8,4.9,8.2,,cunnidi01
200,Mike Ratliff,21,KCO,C,58,,681,5.2,12.4,0.417,2.4,4.4,0.536,10.3,2,5.9,12.7,,ratlimi01
201,Mel Counts,31,2TM,C,66,0,658,7.2,16.1,0.449,2.1,3.2,0.672,13.8,3.6,5.8,16.6,,countme01
202,Mel Counts,31,PHI,C,7,0,47,3.8,12.3,0.313,0,0,,12.3,2.3,6.1,7.7,,countme01
203,Mel Counts,31,LAL,C,59,,611,7.5,16.4,0.457,2.3,3.4,0.672,14,3.7,5.8,17.3,,countme01
204,Rich Rinaldi,23,BAL,SG,33,,646,6.5,15.8,0.408,2.7,3.6,0.75,3.8,2.7,2.2,15.6,,rinalri01
205,Toby Kimball,30,KCO,PF,67,,643,5.4,12.3,0.436,2.5,3.8,0.657,10.7,1.5,4.8,13.2,,kimbato01
206,Flynn Robinson,31,2TM,SG,44,,630,7.6,16.5,0.462,1.8,2.2,0.821,3.5,4.9,4.1,17,,robinfl01
207,Flynn Robinson,31,LAL,SG,6,,47,10.7,21.4,0.5,4.6,6.1,0.75,5.4,6.1,8.4,26,,robinfl01
208,Flynn Robinson,31,BAL,SG,38,,583,7.3,16.1,0.458,1.6,1.9,0.839,3.4,4.8,3.7,16.3,,robinfl01
209,John Tresvant,33,BAL,PF,55,,541,5.7,12.1,0.467,2.7,3.9,0.695,10.4,2.2,6.7,14,,tresvjo01
210,John Gianelli,22,NYK,C,52,1,516,5.5,12.2,0.451,1.6,2.3,0.697,10.5,1.7,5,12.6,,gianejo01
211,Dick Barnett,36,NYK,SG,51,4,514,6.2,15.8,0.389,1.1,2.1,0.533,2.9,3.5,3.6,13.4,,barnedi01
212,John Wetzel,28,ATL,SG,28,,504,3,6.7,0.447,1,1.2,0.824,4.1,2.8,2.9,7,,wetzejo01
213,Hank Finkel,30,BOS,C,76,,496,5.7,12.6,0.451,2,3.8,0.538,11,1.9,6,13.4,,finkeha01
214,Paul Westphal,22,BOS,SG,60,,482,6.6,15.8,0.42,5,6.4,0.779,5,5.2,6.6,18.3,,westppa01
215,Henry Bibby,23,NYK,PG,55,0,475,5.9,15.5,0.38,5.5,6.5,0.849,6.2,4.9,5.1,17.4,,bibbyhe01
216,Walt Wesley,28,2TM,C,57,,474,5.8,15.3,0.381,2,3.5,0.565,11.5,2.4,5.8,13.7,,weslewa01
217,Walt Wesley,28,CLE,C,12,,110,4.6,15.4,0.298,2.6,3.9,0.667,12.4,2.3,6.9,11.8,,weslewa01
218,Walt Wesley,28,PHO,C,45,,364,6.2,15.3,0.406,1.8,3.4,0.529,11.2,2.4,5.5,14.2,,weslewa01
219,Bob Rule,28,2TM,C,52,0,452,4.8,12.6,0.38,1.6,2.5,0.645,8.6,3,5.4,11.2,,rulebo01
220,Bob Rule,28,PHI,C,3,0,12,0,3,0,0,0,,6,3,6,0,,rulebo01
221,Bob Rule,28,CLE,C,49,,440,4.9,12.8,0.382,1.6,2.5,0.645,8.7,3,5.4,11.5,,rulebo01
222,Eddie Mast,24,ATL,PF,42,,447,4,9.5,0.424,1.5,2.4,0.633,11,3,4,9.6,,masted01
223,Tom Sanders,34,BOS,SF,59,,423,4,12.7,0.315,2,3,0.657,7.5,2.3,7,10,,sandeto01
224,Wali Jones,30,MIL,SG,27,,419,5.1,12.5,0.407,1.4,1.5,0.889,2.5,4.8,3.4,11.5,,joneswa02
225,Gus Johnson,34,PHO,PF,21,,417,6,15.6,0.381,2.2,3.1,0.694,11.7,2.7,4.7,14.1,,johnsgu01
226,Howard Porter,24,CHI,PF,43,0,407,8.7,19.2,0.452,1.9,2.6,0.759,10.4,1.4,4.6,19.3,,porteho01
227,George Johnson,24,GSW,C,56,,349,4.2,10.3,0.41,0.7,1.8,0.412,14.2,0.8,4.1,9.2,,johnsge02
228,Paul McCracken,22,HOU,SG,24,,305,5.2,10.5,0.494,2.7,4.6,0.59,6,2,3.8,13.1,,mccrapa01
229,Stan McKenzie,28,2TM,SF,33,,294,5.9,14.6,0.403,3.7,4.5,0.811,6.7,2.8,5.3,15.4,,mckenst01
230,Stan McKenzie,28,POR,SG,7,,107,4.4,12.1,0.361,4.7,5.4,0.875,7.1,2.7,5,13.5,,mckenst01
231,Stan McKenzie,28,HOU,SF,26,,187,6.7,16,0.422,3.1,4,0.762,6.5,2.9,5.4,16.6,,mckenst01
232,John Warren,25,CLE,SG,40,,290,6.7,13.8,0.486,2.2,2.4,0.947,5.2,4.2,5.6,15.6,,warrejo01
233,Mike Davis,26,BAL,SG,13,,283,6.4,15,0.424,2.9,3.2,0.92,4.5,2.4,5.7,15.6,,davismi01
234,Russ Lee,23,MIL,SF,46,,277,6.4,16.5,0.386,4.2,5.6,0.744,5.6,4.9,4.7,16.9,,leeru01
235,Eric McWilliams,22,HOU,PF,44,,245,5,14.4,0.347,2.6,5.4,0.486,8.8,0.7,6.8,12.6,,mcwiler01
236,Rowland Garrett,22,CHI,SF,35,0,211,8.9,20.1,0.441,3.6,5.3,0.677,10.4,1.4,4.9,21.3,,garrero01
237,Paul Stovall,24,PHO,SF,25,,211,4.4,13,0.342,4.1,6.5,0.632,10.4,2.2,6.3,13,,stovapa01
238,Scott English,22,PHO,SF,29,,196,6.6,17.1,0.387,3.9,5.3,0.724,8.1,2.8,7,17.1,,englisc01
239,Bob Portman,25,GSW,SF,32,,176,6.5,14.3,0.457,4.1,5.3,0.769,10.4,1.4,3.3,17.2,,portmbo01
240,Tom Boerwinkle,27,CHI,C,8,0,176,1.8,4.9,0.375,2.5,4.1,0.6,11,8.2,4.5,6.1,,boerwto01
241,Bob Nash,22,DET,SF,36,,169,3.4,15.3,0.222,2.3,3.6,0.647,7.2,3.4,6.4,9.2,,nashbo01
242,George Johnson,25,HOU,C,19,,169,4.3,8.3,0.513,0.6,0.9,0.75,9.6,0.6,7,9.2,,johnsge01
243,Pete Cross,24,2TM,C,29,,157,1.4,5.7,0.24,1.8,4.1,0.444,14,2.5,6.6,4.6,,crosspe01
244,Pete Cross,24,KCO,C,3,,24,0,6,0,0,0,,6,0,7.5,0,,crosspe01
245,Pete Cross,24,SEA,C,26,,133,1.6,5.7,0.286,2.2,4.9,0.444,15.4,3,6.5,5.4,,crosspe01
246,Travis Grant,23,LAL,SF,33,,153,12,27.3,0.44,5.4,6.1,0.885,12.2,1.6,4.5,29.4,,granttr01
247,Frank Russell,23,CHI,SG,23,0,131,8,21.2,0.377,4.4,4.9,0.889,4.7,4.1,3.3,20.3,,russefr01
248,Bill Turner,28,2TM,PF,21,,125,5.5,16.7,0.328,1.2,2,0.571,7.8,3.2,4.6,12.1,,turnebi01
249,Bill Turner,28,POR,PF,2,,8,9,27,0.333,0,0,,9,0,13.5,18,,turnebi01
250,Bill Turner,28,LAL,PF,19,,117,5.2,16,0.327,1.2,2.2,0.571,7.7,3.4,4,11.7,,turnebi01
251,Justus Thigpen,25,DET,SG,18,,99,8.4,20.7,0.404,0,0,,3.3,2.9,6.5,16.7,,thigpju01
252,Charles Dudley,22,SEA,PG,12,,99,3.6,8.4,0.435,5.1,5.8,0.875,2.2,5.8,5.5,12.4,,dudlech01
253,John Tschogl,22,ATL,SF,10,,94,5.4,15.3,0.35,0.8,1.5,0.5,8,2.3,9.6,11.5,,tschojo01
254,Tom Patterson,24,BAL,PF,23,,92,8.2,19.2,0.429,5.1,6.3,0.813,8.6,1.2,7,21.5,,patteto01
255,Gary Gregor,27,MIL,SF,9,,88,4.5,13.5,0.333,2,2.9,0.714,13.1,3.7,3.7,11,,gregoga01
256,Harold Fox,23,BUF,PG,10,,84,5.1,13.7,0.375,3,3.4,0.875,3.4,4.3,3,13.3,,foxha01
257,Erwin Mueller,28,DET,PF,21,,80,4.1,14,0.29,2.3,3.2,0.714,6.3,3.2,5.9,10.4,,mueller01
258,Frank Schade,23,KCO,PG,9,,76,0.9,3.3,0.286,2.8,2.8,1,2.8,4.7,5.7,4.7,,schadfr01
259,Tom Riker,22,NYK,C,14,0,65,5.5,13.3,0.417,8.3,13.3,0.625,8.9,1.1,8.3,19.4,,rikerto01
260,Ken Durrett,24,KCO,SF,8,,65,4.4,11.6,0.381,3.3,4.4,0.75,7.8,1.7,8.9,12.2,,durreke01
261,Harthorne Wingo,25,NYK,PF,13,0,59,5.5,13.4,0.409,1.2,3.7,0.333,9.8,0.6,5.5,12.2,,wingoha01
262,William Smith,23,POR,C,8,,43,7.5,12.6,0.6,4.2,6.7,0.625,6.7,0.8,6.7,19.3,,smithwi01
263,Bob Davis,22,POR,SF,9,,41,5.3,24.6,0.214,3.5,5.3,0.667,4.4,1.8,4.4,14,,davisbo01
264,Luther Green,26,PHI,PF,5,0,32,0,12.4,0,3.4,10.1,0.333,3.4,0,3.4,3.4,,greenlu01
265,Harvey Marlatt,24,DET,SG,7,,26,2.8,5.5,0.5,0,0,,1.4,5.5,1.4,5.5,,marlaha01
266,Sam Sibert,23,KCO,PF,5,,26,5.5,18,0.308,5.5,6.9,0.8,5.5,0,5.5,16.6,,sibersa01
267,Mark Minor,22,BOS,SF,4,,20,1.8,7.2,0.25,5.4,7.2,0.75,7.2,3.6,9,9,,minorma01
268,Roger Brown,22,LAL,C,1,,5,0,0,,7.2,21.6,0.333,0,0,7.2,7.2,,brownro02
269,Luther Rackley,26,NYK,C,1,0,2,0,0,,0,0,,18,0,36,0,,rackllu01
