Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
197,Mike Silliman,26,BUF,SF,36,,366,3.5,7.8,0.456,1.9,3.8,0.487,6.1,2.3,3.6,9,,sillimi01
198,George Johnson,23,BAL,C,24,,337,4.4,10.7,0.41,1.2,3.2,0.367,12.2,1.1,6.7,9.9,,johnsge01
199,Al Attles,34,SFW,PG,34,,321,2.5,6.1,0.407,2.7,4.6,0.585,4.5,6.5,6.6,7.6,,attleal01
200,Herb White,22,ATL,PG,38,,315,3.9,9.6,0.405,2.5,4.5,0.564,5.5,5.4,7.1,10.3,,whitehe01
201,Jeff Webb,22,MIL,SG,29,,300,3.2,9.4,0.346,1.3,1.8,0.733,2.9,2.3,4,7.8,,webbje01
202,Garfield Smith,25,BOS,C,37,,281,5.4,14.9,0.362,2.8,7.2,0.393,12.2,1.2,6.8,13.6,,smithga01
203,Al Tucker,27,BAL,PF,31,,276,6.8,15,0.452,3.3,4,0.806,9.5,0.9,4.3,16.8,,tuckeal01
204,Greg Fillmore,23,NYK,C,39,3,271,6,13.5,0.441,1.7,3.6,0.481,12.4,2.3,10.6,13.7,,fillmgr01
205,Rex Morgan,22,BOS,SG,34,,266,5.5,13.8,0.402,4.7,7.3,0.648,8.3,3,7.8,15.8,,morgare01
206,Walt Gilmore,23,POR,PF,27,,261,3.2,7.4,0.426,1.7,3.6,0.462,10.1,1.7,6.8,8,,gilmowa01
207,Mike Price,22,NYK,SG,56,0,251,4.3,11.6,0.37,3.4,4.9,0.706,4.2,1.7,8.2,12,,pricemi01
208,Adrian Smith,34,SFW,SG,21,,247,5.5,13,0.427,5.1,6,0.854,3.5,4.4,3.5,16.2,,smithad01
209,Gary Zeller,23,BAL,SG,50,,226,5.4,18.3,0.296,2.4,4.5,0.536,4.3,1.1,6.8,13.2,,zellega01
210,Bill Hosket,24,BUF,PF,13,,217,7.8,14.9,0.522,1.8,2.8,0.647,12.4,3.3,4.5,17.4,,hoskebi01
211,Harvey Marlatt,22,DET,SG,23,,214,4.2,13.5,0.313,2.5,3,0.833,3.9,5,4.5,10.9,,marlaha01
212,Paul Long,26,BUF,SG,30,,213,9.6,20.3,0.475,3.4,4.1,0.833,5.2,4.2,3.9,22.6,,longpa01
213,Levi Fontaine,22,SFW,SG,35,,210,9.1,24.9,0.366,4.8,6.3,0.757,2.6,3.8,4.6,23,,fontale01
214,Joe Thomas,22,PHO,SF,39,,204,4.1,15.2,0.267,1.6,3.5,0.45,7.6,3,3.4,9.7,,thomajo01
215,Bill Turner,26,SFW,SF,18,,200,4.7,14.8,0.317,2.3,3.6,0.65,7.6,1.4,4.3,11.7,,turnebi01
216,Cliff Anderson,26,2TM,SG,28,0,198,3.6,11.8,0.308,8.4,12.2,0.687,8.7,3.6,5.3,15.6,,andercl01
217,Cliff Anderson,26,CLE,SG,23,,171,4,12.4,0.322,8.6,12.6,0.683,7.8,3.4,4.6,16.6,,andercl01
218,Cliff Anderson,26,PHI,SG,5,0,27,1.3,8,0.167,6.7,9.3,0.714,14.7,5.3,9.3,9.3,,andercl01
219,Eddie Mast,22,NYK,PF,30,0,164,5.5,14.5,0.379,2.4,4.4,0.55,12.3,0.9,5.5,13.4,,masted01
220,Ralph Ogden,23,SFW,,32,,162,3.8,15.8,0.239,1.8,2.7,0.667,7.1,2,3.8,9.3,,ogdenra01
221,Moe Barr,26,CIN,,31,,145,6.2,15.4,0.403,2.7,3.2,0.846,5,7,6.7,15.1,,barrmo01
222,Bob Rule,26,SEA,C,4,,142,11.9,24.8,0.48,6.3,7.6,0.833,11.7,1.8,3.5,30.2,,rulebo01
223,Gary Suiter,26,CLE,,30,,140,4.9,13.9,0.352,1,2.3,0.444,10.5,0.5,5.1,10.8,,suitega01
224,Bud Ogden,24,PHI,SF,27,0,133,6.5,17.9,0.364,4.9,7,0.692,5.4,4.6,5.7,17.9,,ogdenbu01
225,Tom Sanders,32,BOS,SF,17,,121,4.8,13.1,0.364,2.1,2.4,0.875,5.1,3.3,7.4,11.6,,sandeto01
226,Willie Williams,24,2TM,,25,,105,3.4,14.4,0.238,1,1.7,0.6,7.9,2.7,4.8,7.9,,williwi01
227,Willie Williams,24,BOS,,16,,56,3.9,20.6,0.188,1.9,3.2,0.6,6.4,1.3,5.1,9.6,,williwi01
228,Willie Williams,24,CIN,,9,,49,2.9,7.3,0.4,0,0,,9.6,4.4,4.4,5.9,,williwi01
229,Curtis Perry,22,SDR,C,18,,100,7.6,17.3,0.438,4,7.2,0.55,10.8,1.8,7.9,19.1,,perrycu01
230,Jim Barnes,29,BAL,PF,11,,100,5.4,10.1,0.536,2.5,4,0.636,5.8,2.9,8.3,13.3,,barneji01
231,Claude English,24,POR,,18,,70,5.7,21.6,0.262,2.6,3.6,0.714,10.3,3.1,7.7,13.9,,englicl01
232,Jake Ford,25,SEA,,5,,68,4.8,13.2,0.36,8.5,11.6,0.727,4.8,4.8,5.8,18,,fordja01
233,Paul Ruffner,22,CHI,C,10,0,60,9,21,0.429,2.4,4.8,0.5,9.6,1.2,6,20.4,,ruffnpa01
234,Elgin Baylor,36,LAL,SF,2,,57,5.1,12,0.421,2.5,3.8,0.667,6.9,1.3,3.8,12.6,,bayloel01
235,Bob Greacen,23,MIL,SF,2,,43,0.8,10,0.083,2.5,5.9,0.429,5,10.9,5.9,4.2,,greacbo01
236,Bob Riley,22,ATL,,7,,39,3.7,8.3,0.444,4.6,8.3,0.556,11.1,0.9,4.6,12,,rileybo01
237,Al Henry,21,PHI,C,6,0,26,1.4,8.3,0.167,6.9,9.7,0.714,15.2,0,1.4,9.7,,henryal01
238,Mike Lynn,25,BUF,SF,5,,25,2.9,10.1,0.286,4.3,4.3,1,5.8,1.4,13,10.1,,lynnmi01
239,A.W. Holt,24,CHI,SF,6,0,14,2.6,20.6,0.125,5.1,7.7,0.667,10.3,0,2.6,10.3,,holtaw01
240,Marv Winkler,22,MIL,,3,,14,7.7,25.7,0.3,5.1,5.1,1,10.3,5.1,7.7,20.6,,winklma01
241,Milt Williams,25,NYK,PG,5,0,13,2.8,2.8,1,5.5,8.3,0.667,0,5.5,8.3,11.1,,willimi01
242,Rich Johnson,24,BOS,C,1,,13,11.1,13.8,0.8,0,0,,13.8,0,8.3,22.2,,johnsri01
243,Earnie Killum,22,LAL,,4,,12,0,12,0,3,3,1,6,0,3,3,,killuea01
244,Dennis Stewart,23,BAL,,2,,6,6,24,0.25,12,12,1,18,6,0,24,,stewade01
245,Bill Stricker,23,POR,,1,,2,36,54,0.667,0,0,,0,0,18,72,,stricbi01
