Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
197,Mal Graham,23,BOS,PG,22,,103,4.5,19.2,0.236,3.8,4.9,0.786,8.4,4.9,9.4,12.9,,grahama01
198,Tom Workman,24,BAL,,21,,86,9.2,22.6,0.407,3.8,6.3,0.6,11.3,0.8,6.7,22.2,,workmto01
199,Rod Knowles,22,PHO,,8,,40,3.6,12.6,0.286,0.9,2.7,0.333,8.1,0,9,8.1,,knowlro01
200,Bob Ferry,31,BAL,C,7,,36,5,14,0.357,3,6,0.5,9,4,3,13,,ferrybo01
201,Dwight Waller,23,ATL,,11,,29,2.5,11.2,0.222,3.7,8.7,0.429,12.4,1.2,9.9,8.7,,walledw01
202,Jay Miller,25,MIL,SF,3,,27,2.7,13.3,0.2,6.7,9.3,0.714,2.7,0,5.3,12,,milleja01
203,Ed Biedenbach,23,PHO,,7,,18,0,12,0,8,12,0.667,4,6,2,8,,biedeed01
204,Cliff Williams,23,DET,,3,,18,4,18,0.222,0,0,,6,4,14,8,,willicl01
205,Ken Wilburn,24,CHI,SF,4,,14,7.7,20.6,0.375,2.6,10.3,0.25,7.7,2.6,2.6,18,,wilbuke01
206,Doug Sims,25,CIN,,4,,12,6,15,0.4,0,0,,12,0,12,12,,simsdo01
