Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
26,Red Kerr,23,SYR,C,72,2114,6.4,15.9,0.403,3.5,5.4,0.655,10.3,1.4,2.9,16.4,AS,kerrre01
27,Vern Mikkelsen,27,MNL,PF,72,2100,5.4,14.1,0.386,5.6,7,0.804,10.4,3,5.5,16.5,AS,mikkeve01
28,Andy Phillip,33,FTW,PG,70,2078,2.6,7,0.365,1.9,3.4,0.563,4.5,7.1,2.7,7.1,,phillan01
29,Kenny Sears,22,NYK,PF,70,2069,5.6,12.7,0.438,4.5,5.6,0.796,10.7,2,3.5,15.6,,searske01
30,Ed Fleming,22,ROC,SG,71,2028,5.4,14.6,0.371,4.9,6.6,0.745,8.7,3.5,3.2,15.8,,flemied01
31,Larry Foust,27,FTW,C,72,2024,6.5,14.6,0.447,7.7,9.9,0.778,11.5,2.3,4.7,20.7,AS,foustla01
32,Chuck Noble,24,FTW,SG,72,2013,4.8,13.7,0.352,2.6,3.5,0.749,4.7,5,4.5,12.3,,noblech01
33,Bobby Wanzer,34,ROC,PG,72,1980,4.5,11.8,0.376,4.7,6.5,0.719,4.9,4.1,2.7,13.6,AS,wanzebo01
34,Chuck Share,28,STL,C,72,1975,5.7,13.4,0.43,6.3,9.1,0.695,14.1,2.4,5.8,17.8,,sharech01
35,Jack Nichols,29,BOS,PF,60,1964,6,14.6,0.413,3.7,4.6,0.791,11.5,2.9,4.2,15.8,,nichoja01
36,Dick Ricketts,22,2TM,PF,68,1943,4.4,13.9,0.313,2.6,3.6,0.708,9.1,3.8,5.3,11.3,,rickedi01
37,Dick Ricketts,22,STL,PF,29,777,4.4,13.9,0.312,2.5,3.6,0.705,9.1,3.8,5.3,11.3,,rickedi01
38,Dick Ricketts,22,ROC,PF,39,1166,4.4,13.9,0.313,2.6,3.6,0.709,9.1,3.8,5.3,11.3,,rickedi01
39,Dick Schnittker,27,MNL,SF,72,1930,4.7,12.1,0.393,5.7,6.6,0.856,5.5,2.6,4.7,15.1,,schnidi01
40,Red Rocha,32,SYR,C,72,1883,4.8,13.2,0.361,4.2,5.4,0.783,8,2.5,4.7,13.8,,rochare01
41,Earl Lloyd,27,SYR,SF,72,1837,4.2,12.5,0.335,3.6,4.7,0.772,9.6,2.3,5.2,12,,lloydea01
42,Paul Seymour,28,SYR,SG,57,1826,4.5,13.2,0.339,3.7,4.6,0.807,3,5.4,2.6,12.7,,seymopa01
43,Gene Shue,24,NYK,PG,72,1750,4.9,12.9,0.384,3.7,4.9,0.764,4.4,3.7,2.3,13.6,,shuege01
44,Richie Regan,25,ROC,PG,72,1746,4.9,14,0.352,1.8,2.7,0.639,3.6,4.6,3.7,11.6,,reganri01
45,Jim Baechtold,28,NYK,SF,70,1738,5.6,14.4,0.386,4.8,6,0.801,4.6,3.4,3.2,15.9,,baechji01
46,Jack McMahon,27,2TM,PG,70,1713,4.2,12.9,0.328,2.3,3.9,0.595,3.8,4.7,3.6,10.8,,mcmahja01
47,Jack McMahon,27,ROC,PG,34,856,4.2,12.9,0.326,2.3,3.8,0.611,3.6,4.8,3.6,10.7,,mcmahja01
48,Jack McMahon,27,STL,PG,36,857,4.3,12.9,0.331,2.3,4,0.579,4,4.5,3.6,10.9,,mcmahja01
49,Ray Felix,25,NYK,C,72,1702,5.9,14.1,0.415,7,9.9,0.706,13.2,1,6.2,18.7,,felixra01
50,Dick McGuire,30,NYK,PG,62,1685,3.2,9.4,0.347,2.6,4.1,0.627,4.7,7.7,3.1,9.1,AS,mcguidi01
51,Art Spoelstra,23,ROC,C,72,1640,5,12.6,0.392,3.6,5.2,0.685,9.6,2.1,5.4,13.5,,spoelar01
52,Ed Kalafat,23,MNL,SF,72,1639,4.3,11.9,0.359,4.1,5.5,0.738,9.7,2.9,5.2,12.6,,kalafed01
53,Al Ferrari,22,STL,SF,68,1611,4.3,11.9,0.358,3.7,5.3,0.695,4.2,3.6,4.3,12.2,,ferraal01
54,Arnie Risen,31,BOS,C,68,1597,4.3,11.1,0.383,3.8,5.4,0.708,12.5,2,6.8,12.4,,risenar01
55,Jim Loscutoff,25,BOS,SF,71,1582,5.1,14.3,0.36,3.2,4.7,0.671,14.2,1.5,4.8,13.4,,loscuji01
56,Nat Clifton,33,NYK,PF,64,1537,5,12.7,0.394,3.2,4.5,0.707,9,3.5,4.4,13.1,,cliftna01
57,Bob Houbregs,23,FTW,C,70,1535,5.8,13.5,0.43,6.6,9,0.739,9.7,3.7,3.4,18.2,,houbrbo01
58,Corky Devlin,24,FTW,SG,69,1535,4.7,12.7,0.37,3.4,4.5,0.76,4,3.2,2.8,12.8,,devlico01
59,Alex Hannum,32,STL,PF,71,1480,3.6,11,0.322,2.3,3.7,0.604,8.4,3.8,6.6,9.4,,hannual01
60,Ernie Barrett,26,BOS,SG,72,1451,5.1,13.2,0.388,2.3,2.9,0.788,6,4.3,4.6,12.6,,barreer01
61,George Dempsey,26,PHW,PG,72,1444,3.1,6.6,0.475,2.2,3.5,0.633,6.6,5.1,3.6,8.5,,dempsge01
62,Dick Farley,23,SYR,SG,72,1429,4.2,11.4,0.373,3.6,5.2,0.691,4.2,3.8,3.9,12.1,,farledi01
63,Ed Conlin,22,SYR,SF,66,1423,5.3,14.5,0.368,3.1,4.5,0.68,8.2,3.7,3.1,13.7,,conlied01
64,Odie Spears,31,FTW,SF,72,1378,4.3,12.2,0.355,4.2,5.3,0.791,6,3.2,5,12.8,,spearod01
65,Dick Hemric,22,BOS,PF,71,1329,4.4,10.8,0.403,4.8,7.4,0.648,10.8,1.6,3.8,13.5,,hemridi01
66,Walter Dukes,25,NYK,C,60,1290,4.2,10.3,0.403,4.7,6.6,0.708,12.4,1.1,5.9,13,,dukeswa01
67,Billy Kenville,25,SYR,PG,72,1278,4.8,12.6,0.379,5.5,7.2,0.759,6.1,4.5,3.7,15.1,,kenvibi01
68,Monk Meineke,25,ROC,PF,69,1248,4.4,11.9,0.372,5.2,6.7,0.78,9.1,2.9,5.5,14.1,,meinemo01
69,Chuck Cooper,29,2TM,,67,1144,3.2,9.7,0.328,3.1,4.2,0.752,7.5,2.8,4.4,9.5,,coopech01
70,Chuck Cooper,29,STL,SF,35,574,3.6,10.8,0.337,3.9,5.3,0.738,8.7,3.8,4.5,11.2,,coopech01
71,Chuck Cooper,29,FTW,SF,32,570,2.7,8.6,0.316,2.4,3.1,0.776,6.4,1.8,4.4,7.8,,coopech01
72,Lew Hitch,26,MNL,PF,69,1129,3,7.5,0.4,3.2,4.2,0.758,9,2.5,2.7,9.2,,hitchle01
73,Walt Davis,25,PHW,PF,70,1097,4,10.9,0.369,2.5,3.7,0.688,9.1,1.8,7.5,10.6,,daviswa01
74,Ernie Beck,24,PHW,SG,67,1007,4.9,12.5,0.387,2.7,3.8,0.717,7,2.8,3.1,12.4,,becker01
75,Chuck Mencel,22,MNL,PG,69,973,4.4,13.9,0.32,2.9,3.6,0.813,4.1,4.9,2.7,11.8,,mencech01
76,Red Morrison,23,BOS,C,71,910,3.5,9.5,0.371,1.7,3.5,0.494,13.6,2.1,6.3,8.8,,morrire01
77,Connie Simmons,30,ROC,PF,68,903,5.7,17.1,0.336,3.1,5.1,0.605,9.4,3.3,5.7,14.6,,simmoco01
78,Jim Tucker,23,SYR,PF,70,895,4.1,11.7,0.348,2.7,3.3,0.795,9.3,1.5,6.7,10.8,,tuckeji01
79,Dick Garmaker,23,MNL,SG,68,870,5.7,15.4,0.37,4.6,5.8,0.806,5.5,4.3,5.3,16.1,,garmadi01
80,Bob Peterson,24,NYK,SF,58,779,5.6,14,0.399,3.1,4.8,0.654,10.3,2,5.7,14.3,,peterbo01
81,George Mikan,31,MNL,C,37,765,7,17.6,0.395,4.4,5.7,0.77,14.5,2.5,7.2,18.4,,mikange01
82,Togo Palazzi,23,BOS,SF,63,703,7.4,19.1,0.389,4.4,6.3,0.685,9.3,2.2,4.5,19.2,,palazto01
83,Frankie Brian,32,FTW,PG,37,680,4.1,13.9,0.297,3.8,4.7,0.818,4.7,3.9,3.3,12.1,,brianfr01
84,Bob Schafer,22,2TM,SG,54,578,5,16.8,0.3,3.9,5,0.765,4.4,3.3,4.7,14,,schafbo01
85,Bob Schafer,22,PHW,SG,12,82,5.3,15.4,0.343,3.1,5.3,0.583,5.7,4,6.1,13.6,,schafbo01
86,Bob Schafer,22,STL,SG,42,496,5,17.1,0.294,4,5,0.797,4.2,3.2,4.4,14,,schafbo01
87,Larry Hennessy,26,PHW,SG,53,444,6.9,20,0.344,2.1,2.6,0.813,4,3.7,3,15.9,,hennela01
88,Frank Selvy,23,STL,SG,17,444,5.4,14.8,0.366,4.3,5.8,0.746,4.4,2.8,3.1,15.2,,selvyfr01
89,Med Park,22,STL,SF,40,424,4.5,12.9,0.349,3.7,5.9,0.629,8,3.4,5.4,12.7,,parkme01
90,Chris Harris,22,2TM,SG,41,420,3.2,12.8,0.248,2.3,3.9,0.6,3.8,3.8,3.7,8.7,,harrich01
91,Chris Harris,22,STL,SG,15,168,3.2,12.9,0.25,2.4,3.9,0.611,3.9,3.9,3.6,8.8,,harrich01
92,Chris Harris,22,ROC,SG,26,252,3.1,12.7,0.247,2.3,3.9,0.593,3.7,3.7,3.7,8.6,,harrich01
93,Jesse Arnelle,22,FTW,PF,31,409,4.6,14.4,0.317,3.8,6.1,0.623,15,1.6,5.3,12.9,,arnelje01
94,Jackie Moore,23,PHW,SF,54,402,4.5,11.6,0.388,2.9,4.7,0.604,10.5,2.3,7.2,11.8,,mooreja01
95,Jim Holstein,25,FTW,SF,27,352,2.5,9.1,0.27,2.5,3.8,0.649,7.8,3.9,5.2,7.4,,holstji01
96,Dick Atha,24,NYK,SG,25,288,4.5,11,0.409,2.6,3.4,0.778,5.2,4,4.9,11.6,,athadi01
97,Max Zaslofsky,30,FTW,SG,9,182,5.7,16,0.358,5.9,6.9,0.857,3.2,3.2,3.6,17.4,,zasloma01
98,Bob Williams,24,MNL,,20,173,4.4,9.6,0.457,5,9.4,0.533,11.2,1.5,7.5,13.7,,willibo01
99,Johnny Horan,23,2TM,,19,93,4.6,16.3,0.286,3.9,4.3,0.909,3.9,0.8,8.1,13.2,,horanjo01
100,Johnny Horan,23,FTW,,7,43,6.7,21.8,0.308,5,5,1,3.3,0.8,11.7,18.4,,horanjo01
101,Johnny Horan,23,MNL,,12,50,2.9,11.5,0.25,2.9,3.6,0.8,4.3,0.7,5,8.6,,horanjo01
102,Ernie Vandeweghe,27,NYK,,5,77,4.7,14.5,0.323,0.9,0.9,1,6.1,5.6,7,10.3,,vandeer01
103,Ron Feiereisel,24,MNL,,10,59,4.9,17.1,0.286,8.5,9.8,0.875,3.7,3.7,5.5,18.3,,feierro01
104,Don Bielke,23,FTW,,7,38,4.7,8.5,0.556,3.8,6.6,0.571,8.5,0.9,8.5,13.3,,bielkdo01
105,Bob Santini,20,NYK,,4,23,7.8,15.7,0.5,1.6,3.1,0.5,4.7,1.6,6.3,17.2,,santibo01
106,Red Davis,23,ROC,,3,16,0,13.5,0,4.5,4.5,1,9,2.3,4.5,4.5,,davisre01
