Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
17,Red Kerr,29,SYR,C,80,2768,7,15.9,0.443,2.9,3.9,0.735,15.3,3.2,3.5,17,,kerrre01
18,Rudy LaRusso,24,LAL,PF,80,2754,6.7,14.5,0.466,4.5,5.9,0.763,10.8,2.3,3.3,18,AS,larusru01
19,Hal Greer,25,SYR,SG,71,2705,8.6,19.2,0.447,4.4,5.4,0.819,7,4.2,3.4,21.5,AS,greerha01
20,Guy Rodgers,26,PHW,PG,80,2650,3.6,10.2,0.356,1.6,2.5,0.665,4.7,8.7,4.2,8.9,,rodgegu01
21,Wayne Embry,24,CIN,C,75,2623,7.7,16.6,0.466,4.9,7.1,0.69,13.4,2.5,3.9,20.4,AS,embrywa01
22,Don Ohl,25,DET,SG,77,2526,7.9,17.8,0.444,2.9,4,0.718,3.8,3.5,2.5,18.7,,ohldo01
23,Tom Meschery,23,PHW,PF,80,2509,5.4,13.3,0.404,3.1,3.8,0.824,10.5,2.1,4.7,13.9,,meschto01
24,Bob Boozer,24,CIN,PF,79,2488,5.9,13.5,0.438,3.8,5.4,0.707,11.6,1.9,4,15.7,,boozebo01
25,Al Attles,25,PHW,PG,75,2468,5,10.6,0.474,2.3,3.9,0.592,5.2,4.9,4.1,12.3,,attleal01
26,Slick Leonard,29,CHP,PG,70,2464,6.2,16.5,0.375,4.1,5.4,0.752,2.9,5.5,2.7,16.4,,leonasl01
27,Tom Gola,29,PHW,SG,60,2462,4.7,11.2,0.421,2.6,3.4,0.765,8.6,4.3,3.9,12,AS,golato01
28,Sam Jones,28,BOS,SG,78,2388,9,19.4,0.464,3.7,4.5,0.818,6.9,3.5,2.2,21.6,AS,jonessa01
29,Si Green,28,2TM,,71,2388,5.1,13.6,0.377,3.3,4.7,0.701,6,4.8,3.4,13.6,,greensi01
30,Si Green,28,STL,,14,271,5.3,13.7,0.388,4.3,5.3,0.8,6.5,4.8,4.9,14.9,,greensi01
31,Si Green,28,CHP,SG,57,2117,5.1,13.6,0.375,3.2,4.6,0.686,6,4.8,3.2,13.4,,greensi01
32,Tom Heinsohn,27,BOS,PF,79,2383,10.5,24.4,0.429,5.4,6.6,0.819,11.3,2.5,4.2,26.3,ASNBA2,heinsto01
33,Tom Sanders,23,BOS,SF,80,2325,5.4,12.4,0.435,3.1,4.1,0.749,11.8,1.1,4.3,13.9,,sandeto01
34,Dave Gambee,24,SYR,SF,80,2301,7.5,17.6,0.424,6,7.4,0.817,9.9,1.8,4.3,20.9,,gambeda01
35,Phil Jordon,28,NYK,C,76,2195,6.6,16.9,0.392,1.6,2.8,0.571,7.9,2.6,4.2,14.8,,jordoph01
36,Andy Johnson,29,CHP,SF,71,2193,6,13.4,0.448,4.7,7.4,0.628,5.8,3.7,4.1,16.6,,johnsan01
37,Elgin Baylor,27,LAL,SF,48,2129,11.5,26.9,0.428,8,10.7,0.754,15.1,3.8,2.6,31,MVP-4ASNBA1,bayloel01
38,Bob Cousy,33,BOS,PG,75,2114,7.9,20.1,0.391,4.3,5.7,0.754,4.4,9.9,2.3,20,MVP-8ASNBA2,cousybo01
39,Ray Scott,23,DET,PF,75,2087,6.4,16.5,0.387,4.4,6.7,0.657,14.9,2.3,4,17.2,,scottra01
40,Lee Shaffer,22,SYR,SF,75,2083,8.9,20.4,0.436,4.1,5.4,0.771,8.8,1.7,4.6,21.9,,shaffle01
41,K.C. Jones,29,BOS,PG,80,2054,5.2,12.7,0.406,2.6,4.1,0.634,5.2,6,3.6,12.9,,joneskc01
42,Al Ferrari,28,STL,SG,79,2046,3.7,10.2,0.357,3.1,3.9,0.799,3.7,5.5,4.9,10.4,,ferraal01
43,Al Butler,23,2TM,PG,59,2016,6.2,13.5,0.463,2.3,3.2,0.709,6,3.7,2.8,14.8,,butleal01
44,Al Butler,23,BOS,PG,5,47,10,22.2,0.448,3.8,4.6,0.833,10,3.1,6.9,23.7,,butleal01
45,Al Butler,23,NYK,PG,54,1969,6.1,13.3,0.463,2.3,3.2,0.705,5.9,3.7,2.7,14.6,,butleal01
46,Jim Krebs,26,LAL,C,78,2012,5.6,12.5,0.445,2.8,3.7,0.75,11,2,5.2,14,,krebsji01
47,Ralph Davis,23,CHP,SG,77,1992,6.6,15.9,0.413,1.3,1.9,0.689,2.9,4.5,3.4,14.4,,davisra01
48,Al Bianchi,29,SYR,PG,80,1925,6.3,15.8,0.397,2.9,4.1,0.697,5.3,4.9,4.3,15.4,,biancal01
49,Bob Ferry,24,DET,C,80,1918,7.7,17.6,0.438,5.4,7.9,0.678,9.4,2.7,3.7,20.8,,ferrybo01
50,Frank Ramsey,30,BOS,SG,79,1913,8.2,19.2,0.428,6.3,7.6,0.825,7.3,2.1,4.6,22.7,,ramsefr01
51,Tom Hawkins,25,LAL,SF,79,1903,5.5,13.3,0.411,2.7,4.2,0.644,9.7,1.8,4.6,13.6,,hawkito01
52,Walter Dukes,31,DET,C,77,1896,4.9,12.3,0.396,3.9,5.5,0.715,15.2,2.4,6.2,13.7,,dukeswa01
53,Barney Cable,26,2TM,SF,67,1861,5.9,14.5,0.407,2.3,3.5,0.652,10.9,2.2,4.1,14.1,,cableba01
54,Barney Cable,26,CHP,SF,15,498,5.9,15.7,0.378,3,4.3,0.712,6,2.2,4,14.9,,cableba01
55,Barney Cable,26,STL,SF,52,1363,5.9,14.1,0.419,2,3.2,0.623,12.7,2.2,4.1,13.8,,cableba01
56,Larry Costello,30,SYR,PG,63,1854,6,14.1,0.427,4.8,5.7,0.837,4.8,7,4.3,16.8,AS,costela01
57,Woody Sauldsberry,27,2TM,PF,63,1765,6.1,17.7,0.343,1.6,2.5,0.642,10.9,1.8,3.7,13.8,,sauldwo01
58,Woody Sauldsberry,27,STL,PF,14,291,5.1,15.1,0.336,2.4,3.6,0.655,8.9,1.5,2.7,12.5,,sauldwo01
59,Woody Sauldsberry,27,CHP,PF,49,1474,6.3,18.2,0.344,1.5,2.3,0.638,11.3,1.9,3.8,14,,sauldwo01
60,Joe Roberts,25,SYR,PF,80,1642,5.3,13.6,0.393,2.8,4.3,0.665,11.8,1.1,5,13.5,,roberjo01
61,Charlie Tyra,26,CHP,PF,78,1606,4.3,12,0.361,3,4.8,0.621,13.7,1.9,4.7,11.6,,tyrach01
62,Fred LaCour,23,STL,PG,73,1507,5.5,12.8,0.429,2.5,3.1,0.815,6.5,4,4,13.5,,lacoufr01
63,Hot Rod Hundley,27,LAL,PG,78,1492,4.2,12.3,0.34,2,3.1,0.654,4.8,7,3.1,10.4,,hundlho01
64,Darrall Imhoff,23,NYK,C,76,1481,4.5,11.7,0.386,1.9,3.4,0.576,11.4,2,5.6,11,,imhofda01
65,Dolph Schayes,33,SYR,PF,56,1480,6.5,18.3,0.357,7,7.8,0.897,10.7,2.9,4.1,20,AS,schaydo01
66,Ray Felix,31,LAL,C,80,1478,4.2,9.7,0.43,2.2,3.2,0.692,11.5,1.3,6.5,10.5,,felixra01
67,Adrian Smith,25,CIN,SG,80,1462,5,12.3,0.405,4.2,5.5,0.775,3.7,4.1,2.5,14.2,,smithad01
68,Hub Reed,25,CIN,C,80,1446,5.1,11.5,0.441,1.5,2,0.732,11,1.3,6.6,11.6,,reedhu01
69,Dave Budd,23,NYK,SF,79,1370,4.9,11.3,0.436,3.6,6.1,0.597,9.1,2.3,4.3,13.5,,buddda01
70,George Lee,25,DET,SF,75,1351,4.8,13.3,0.358,5.7,7.5,0.761,9.3,1.7,3.4,15.2,,leege01
71,Bob Sims,23,2TM,SG,65,1345,5.2,13.1,0.393,3.3,5.8,0.569,4.9,4.1,5,13.6,,simsbo01
72,Bob Sims,23,LAL,SG,19,171,4.6,12.4,0.373,4,8.2,0.487,5.7,2.5,8.4,13.3,,simsbo01
73,Bob Sims,23,STL,SG,46,1174,5.2,13.2,0.396,3.2,5.4,0.588,4.8,4.4,4.5,13.7,,simsbo01
74,Horace Walker,24,CHP,SF,65,1331,4,11.9,0.339,3.8,5.2,0.725,12.6,1.9,5.2,11.8,,walkeho01
75,Paul Neumann,24,SYR,PG,77,1265,4.9,11.4,0.429,3.8,4.9,0.773,5.5,5,5.8,13.6,,neumapa01
76,Shellie McMillon,25,2TM,SF,62,1225,7.8,17.4,0.448,3.2,5.3,0.593,10.8,1.7,5.9,18.7,,mcmilsh01
77,Shellie McMillon,25,DET,SF,14,190,4.9,15.7,0.313,3.8,6.8,0.556,12.1,1.1,7,13.6,,mcmilsh01
78,Shellie McMillon,25,STL,SF,48,1035,8.3,17.7,0.47,3.1,5.1,0.603,10.6,1.8,5.7,19.7,,mcmilsh01
79,Jackie Moreland,23,DET,PF,74,1219,6.1,14.4,0.421,4.1,5.5,0.747,12.6,2.2,5.3,16.2,,morelja01
80,Clyde Lovellette,32,STL,C,40,1192,10.3,21.9,0.471,4.7,5.6,0.829,10.6,2.1,4.1,25.3,,lovelcl01
81,Larry Foust,33,STL,C,57,1153,6.4,13.5,0.471,4.5,5.6,0.815,10.2,2.4,5.8,17.3,,foustla01
82,Jim Loscutoff,31,BOS,SF,79,1146,5.9,16.3,0.362,1.4,2.6,0.536,10.3,1.6,5.8,13.2,,loscuji01
83,Howie Jolliff,23,LAL,PF,64,1094,3.4,8.3,0.411,1.3,2.6,0.526,12.6,2.5,5.8,8.2,,jolifho01
84,Cleo Hill,23,STL,SG,58,1050,3.7,10.6,0.346,3.6,4.7,0.774,6.1,3.9,3.4,11,,hillcl01
85,Whitey Martin,22,NYK,SG,66,1018,3.4,10.3,0.325,1.3,1.9,0.673,5.6,4.1,5.6,8,,martiwh01
86,Willie Jones,25,DET,PG,69,1006,6.3,17,0.373,2.3,3.6,0.634,6.3,4.1,4.9,15,,joneswi01
87,Ed Conlin,28,PHW,SG,70,963,4.8,13.9,0.345,2.5,3.3,0.742,5.8,3.2,4.4,12,,conlied01
88,Swede Halbrook,29,SYR,C,64,908,6,16.7,0.36,3.8,6,0.636,15.8,1.3,7.1,15.9,,halbrsw01
89,Vern Hatton,26,2TM,SG,40,898,4.5,13.3,0.338,3.9,5,0.784,4.1,4,2.5,12.9,,hattove01
90,Vern Hatton,26,CHP,SG,15,396,4.1,13.3,0.308,4.7,6.3,0.754,4.1,4,2.1,12.9,,hattove01
91,Vern Hatton,26,STL,SG,25,502,4.8,13.3,0.362,3.3,4,0.821,4.1,3.9,2.9,12.9,,hattove01
92,Lenny Wilkens,24,STL,PG,20,870,5.8,15.1,0.385,3.5,4.6,0.764,5.4,4.8,2.6,15.1,,wilkele01
93,Joe Buckhalter,24,CIN,PF,63,728,7.6,16.5,0.458,3.3,5.3,0.62,13,2.1,6.1,18.4,,buckhjo01
94,Gary Phillips,22,BOS,PG,67,713,5.6,15.7,0.355,2.5,4.3,0.581,5.4,3.2,5.5,13.6,,phillga01
95,York Larese,23,2TM,SG,59,703,6.2,16.7,0.373,3,3.7,0.806,3.9,4.8,5.3,15.5,,laresyo01
96,York Larese,23,CHP,SG,8,57,6.3,13.3,0.476,3.2,5.7,0.556,3.8,5.7,5.1,15.8,,laresyo01
97,York Larese,23,PHW,SG,51,646,6.2,17.1,0.366,3,3.5,0.841,4,4.7,5.3,15.4,,laresyo01
98,Cleveland Buckner,23,NYK,PF,62,696,8.2,19,0.431,4.3,6.9,0.624,12.2,2,5.9,20.6,,buckncl01
99,Johnny Egan,23,DET,PG,58,696,6.6,15.6,0.425,3.3,4.3,0.762,4.4,5.3,3.3,16.6,,eganjo01
100,Dave Piontek,27,CHP,PF,45,614,4.9,13.2,0.369,2.3,3.5,0.661,9.1,1.8,5.2,12,,piontda01
101,Jack Turner,22,CHP,SG,42,567,5.3,14,0.38,2,2.7,0.762,5.4,2.8,3.2,12.7,,turneja02
102,Donnie Butcher,25,NYK,PG,47,479,3.6,11.6,0.31,3.2,5.2,0.609,5.9,3.8,4.7,10.4,,butchdo01
103,Joe Graboski,32,3TM,,38,468,5.9,17,0.348,3,5,0.6,11.8,2.2,4.8,14.8,,grabojo01
104,Joe Graboski,32,STL,,3,28,5.1,21.9,0.235,0,1.3,0,11.6,2.6,3.9,10.3,,grabojo01
105,Joe Graboski,32,CHP,PF,12,117,7.7,21.8,0.352,5.2,8,0.654,12.3,1.8,4.3,20.6,,grabojo01
106,Joe Graboski,32,SYR,PF,23,323,5.3,14.8,0.361,2.5,4.2,0.579,11.7,2.2,5,13.2,,grabojo01
107,Bob McNeill,23,2TM,PG,50,441,4.6,11.1,0.412,2.1,2.8,0.765,4.6,7.3,4.6,11.3,,mcneibo01
108,Bob McNeill,23,PHW,PG,21,212,5.8,12.9,0.447,3.1,3.7,0.818,5.6,8.3,5.3,14.6,,mcneibo01
109,Bob McNeill,23,LAL,PG,29,229,3.5,9.4,0.367,1.3,1.9,0.667,3.6,6.3,3.9,8.2,,mcneibo01
110,Sam Stith,24,NYK,SG,32,440,4.8,13.3,0.364,1.9,3.1,0.605,4.2,4.9,4.5,11.5,,stithsa01
111,Carl Braun,34,BOS,PG,48,414,6.8,18,0.377,1.7,2.3,0.741,4.3,6.2,4.3,15.3,,braunca01
112,Ted Luckenbill,22,PHW,PF,67,396,3.9,10.9,0.358,4.5,6.9,0.645,10,2.5,6.1,12.3,,luckete01
113,Howie Carl,23,CHP,PG,31,382,6.3,18.9,0.333,3.4,4.8,0.706,3.7,5.4,3.9,16,,carlho01
114,Gene Guarilia,24,BOS,SF,45,367,6,15.8,0.379,4,6.3,0.641,12.2,1.1,5.5,16,,guarige01
115,George Blaney,22,NYK,PG,36,363,5.4,14.1,0.38,0.9,1.7,0.529,3.6,4.5,3.4,11.6,,blanege01
116,Chuck Noble,30,DET,SG,26,361,3.2,11.3,0.283,0.8,1.5,0.533,4.3,6.3,5.5,7.2,,noblech01
117,Bevo Nordmann,22,CIN,C,58,344,5.3,13.2,0.405,3,6,0.509,13.4,1.9,8.5,13.7,,nordmbe01
118,Johnny McCarthy,27,STL,PG,15,333,1.9,7.9,0.247,1.3,2.9,0.444,6.1,7.6,5.4,5.2,,mccarjo01
119,Bob Wiesenhahn,23,CIN,SF,60,326,5.6,17.8,0.317,1.9,3.3,0.567,12.4,2.5,5.5,13.1,,wiesebo01
120,Joe Ruklick,23,PHW,PF,46,302,5.7,17.5,0.327,1.4,3.1,0.462,10.4,1.7,6.7,12.9,,ruklijo01
121,Archie Dees,25,2TM,C,21,288,6.4,14.4,0.443,4.4,5.7,0.761,9.6,2,4.1,17.1,,deesar01
122,Archie Dees,25,CHP,PF,13,217,6.3,14.4,0.437,4.5,5.8,0.771,9.6,2,3.6,17.1,,deesar01
123,Archie Dees,25,STL,C,8,71,6.6,14.2,0.464,4.1,5.6,0.727,9.6,2,5.6,17.2,,deesar01
124,Dave Zeller,22,CIN,PG,61,278,4.7,13.2,0.353,2.3,3.1,0.75,3.5,7.5,4.8,11.7,,zelleda01
125,Wayne Yates,24,LAL,C,37,263,4.2,14.4,0.295,1.4,3,0.455,12.9,2.2,9.9,9.9,,yateswa01
126,Frank Radovich,23,PHW,,37,175,7.6,19.1,0.398,2.7,5.3,0.5,10.5,0.8,5.6,17.9,,radovfr01
127,Stacey Arceneaux,25,STL,,7,110,7.2,18.3,0.393,2,4.3,0.462,10.5,1.3,3.3,16.4,,arcenst01
128,Bill Smith,22,NYK,,9,83,3.5,14.3,0.242,3,3.5,0.875,6.9,3,2.6,10,,smithbi01
129,Jimmy Darrow,24,STL,,5,34,3.2,15.9,0.2,6.4,7.4,0.857,7.4,6.4,9.5,12.7,,darroji01
130,Ed Burton,22,NYK,,8,28,9,18,0.5,1.3,5.1,0.25,6.4,1.3,3.9,19.3,,burtoed01
131,Ron Horn,23,STL,SF,3,25,1.4,17.3,0.083,1.4,2.9,0.5,8.6,1.4,5.8,4.3,,hornro01
132,Chuck Osborne,23,SYR,PF,4,21,1.7,13.7,0.125,5.1,6.9,0.75,15.4,1.7,5.1,8.6,,osborch01
133,Doug Kistler,23,NYK,,5,13,8.3,16.6,0.5,5.5,11.1,0.5,2.8,0,5.5,22.2,,kistldo01
134,Rich Eichhorst,28,STL,,1,10,3.6,7.2,0.5,0,0,,3.6,10.8,3.6,7.2,,eichhdi01
135,George Bon Salle,26,CHP,PF,3,9,8,32,0.25,0,0,,8,0,0,16,,bonsage01
136,Bobby Smith,24,LAL,,3,7,0,5.1,0,0,0,,0,0,5.1,0,,smithbo01
