Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards,Player-additional
43,Norm Van Lier,27,CHI,PG,70,69,2590,5.7,13.5,0.42,3.3,4.1,0.792,1.2,3.4,4.6,5.6,1.9,0.2,3.4,14.6,MVP-11,vanlino01
44,Kevin Porter,24,WSB,PG,81,,2589,5.6,11.5,0.491,1.8,2.6,0.704,0.8,1.3,2.1,9,2.1,0.2,4.4,13.1,,porteke01
45,Jerry Sloan,32,CHI,SG,78,76,2577,5.3,12.1,0.439,2.7,3.6,0.748,2.5,5,7.5,2.2,2.4,0.2,3.7,13.3,,sloanje01
46,Ed Ratleff,24,HOU,SF,80,,2563,5.5,12,0.461,2.2,2.7,0.826,2.6,3.8,6.4,3.6,2.1,0.7,3.2,13.2,,ratleed01
47,Scott Wedman,22,KCO,SF,80,,2554,5.3,11.4,0.465,2,2.4,0.818,2.8,4.1,6.9,1.8,1.1,0.4,3.8,12.5,ROY-3,wedmasc01
48,John Johnson,27,POR,SF,80,,2540,7.5,15.3,0.487,3.3,4.3,0.784,2.3,4.8,7.1,3.4,1.1,0.6,3.5,18.3,,johnsjo01
49,Spencer Haywood,25,SEA,PF,68,,2529,8.7,18.9,0.459,4.4,5.4,0.811,2.8,6.1,9,2,0.8,1.5,2.5,21.7,MVP-13ASNBA2,haywosp01
50,Butch Beard,27,GSW,PG,82,,2521,5.8,11,0.528,3.3,4,0.832,1.7,2.9,4.5,4.9,1.9,0.2,4.2,15,,beardbu01
51,Clifford Ray,26,GSW,C,82,,2519,4.3,8.2,0.522,2.4,4.1,0.602,3.7,8.7,12.4,2.5,1.4,1.7,4.4,11,,raycl01
52,Cornell Warner,26,MIL,PF,79,,2519,3.5,7.7,0.458,1.5,2.2,0.684,3.4,8.2,11.6,1.8,0.7,0.8,3.8,8.6,,warneco01
53,Jamaal Wilkes,21,GSW,SF,82,,2515,7.2,16.2,0.442,2.3,3.1,0.734,2.9,6.7,9.6,2.6,1.5,0.3,3.2,16.7,ROY-1,wilkeja01
54,Calvin Murphy,26,HOU,PG,78,,2513,8,16.5,0.484,4.9,5.5,0.883,0.7,1.7,2.5,5.5,1.8,0.1,4,20.8,,murphca01
55,Archie Clark,33,SEA,PG,77,,2481,6.6,13.3,0.495,2.3,2.8,0.834,0.9,2.6,3.4,6.3,1.6,0.1,2.7,15.5,,clarkar01
56,Clyde Lee,30,2TM,PF,80,35,2456,2.6,6.3,0.412,1.7,2.6,0.672,4.2,6.9,11.1,1.5,0.4,0.3,4.2,6.9,,leecl01
57,Clyde Lee,30,ATL,PF,9,,177,2.4,7.3,0.333,6.5,7.9,0.821,4.9,9.4,14.2,1.6,0.2,0.8,5.1,11.4,,leecl01
58,Clyde Lee,30,PHI,C,71,35,2279,2.6,6.2,0.419,1.4,2.2,0.63,4.2,6.7,10.9,1.5,0.5,0.3,4.1,6.6,,leecl01
59,Chet Walker,34,CHI,SF,76,76,2452,7.7,15.8,0.487,6.1,7,0.86,1.7,4.7,6.3,2.5,0.7,0.1,2.7,21.5,MVP-16,walkech01
60,Jim Chones,25,CLE,C,72,,2427,6.6,13.6,0.487,2.3,3.3,0.679,2.3,7.7,10,2,0.7,1.8,3.7,15.5,MVP-20,choneji01
61,Dick Van Arsdale,31,PHO,SG,70,,2419,6.3,13.3,0.47,4.2,5,0.832,0.8,2,2.8,2.9,1.2,0.2,2.6,16.7,,vanardi01
62,Bob Love,32,CHI,PF,61,57,2401,8.1,18.8,0.429,4,4.8,0.83,1.5,4.3,5.8,1.5,0.9,0.2,3.1,20.1,MVP-19,lovebo01
63,Larry Steele,25,POR,SG,76,,2389,4,7.3,0.548,1.8,2.2,0.836,1.3,2.1,3.4,4.3,2.8,0.2,3.8,9.8,,steella01
64,Lucius Allen,27,2TM,PG,66,,2353,7.8,17.9,0.437,3.6,4.7,0.778,1.4,2.9,4.3,5.7,2.1,0.4,3.3,19.3,,allenlu01
65,Lucius Allen,27,MIL,PG,10,,342,7.2,17.3,0.415,3.3,3.9,0.838,0.9,2.3,3.3,5.6,1.5,0.1,2.4,17.6,,allenlu01
66,Lucius Allen,27,LAL,PG,56,,2011,7.9,18,0.44,3.7,4.8,0.77,1.5,3,4.4,5.7,2.2,0.5,3.5,19.6,,allenlu01
67,Elmore Smith,25,LAL,C,74,,2341,5.3,10.8,0.493,1.7,3.6,0.485,3.2,9.2,12.5,2.2,1.3,3.3,3.9,12.4,,smithel01
68,John Drew,20,ATL,PF,78,,2289,8.3,19.3,0.428,6.1,8.6,0.713,5.6,7.5,13.1,2.2,1.9,0.6,4.3,22.7,ROY-2,drewjo01
69,Phil Jackson,29,NYK,PF,78,61,2285,5.1,11.2,0.455,3,4,0.763,2.2,7.3,9.5,2.1,1.3,0.8,5.2,13.2,,jacksph01
70,Happy Hairston,32,LAL,PF,74,,2283,4.3,8.5,0.506,3.4,4.3,0.801,4.8,10.1,14.9,2.7,0.8,0.2,3.4,12,,hairsha01
71,Leonard Gray,23,SEA,PF,75,,2280,6,12.2,0.489,1.6,2.3,0.722,2.1,5.4,7.5,2.6,1,0.4,4.6,13.6,ROY-4,grayle01
72,Lloyd Neal,24,POR,PF,82,,2278,6.5,13.7,0.471,3,4.7,0.641,2.9,7.9,10.9,2.2,0.7,1.4,3.8,15.9,,nealll01
73,Mike Bantom,23,PHO,SF,82,,2239,6.7,14.6,0.461,3,4.2,0.714,3.4,5.5,8.9,2.6,1,0.8,4.4,16.4,MVP-16,bantomi01
74,Don Chaney,28,BOS,SG,82,,2208,5.2,12.2,0.428,2.2,2.7,0.806,2.8,3.2,6,3,2,1.1,4,12.6,,chanedo01
75,Ron Behagen,24,KCO,PF,81,,2205,5.4,13.6,0.399,3.2,4.3,0.754,2.4,7.3,9.7,2.5,1,0.7,4.9,14.1,,behagro01
76,Mike Riordan,29,WSB,SF,74,,2191,8.5,17.4,0.492,1.6,1.9,0.838,1.5,3.2,4.7,3.3,1.2,0.1,3.9,18.7,,riordmi01
77,Leroy Ellis,34,PHI,PF,82,69,2183,4.7,10.3,0.461,1.2,1.6,0.727,3.2,6.4,9.6,1.9,0.7,0.9,2.9,10.7,,ellisle01
78,Dean Meminger,26,ATL,PG,80,,2177,3.9,8.3,0.466,2.8,4.3,0.639,1.4,2.1,3.5,6.6,2,0.2,2.6,10.5,,meminde01
79,E.C. Coleman,24,NOJ,PF,77,,2176,4.2,9.4,0.445,1.9,2.7,0.699,3.1,6,9.1,1.7,1.4,0.6,4.6,10.3,,colemec01
80,Charles Johnson,25,GSW,SG,79,,2171,6.5,15.9,0.412,1.2,1.7,0.735,2.2,2.9,5.2,3.9,2.3,0.1,3.4,14.3,,johnsch01
81,Gar Heard,26,BUF,PF,67,,2148,5.3,13.7,0.388,1.8,3.2,0.564,3.1,8.1,11.2,3.2,1.8,2,4.1,12.4,,heardga01
82,Jack Marin,30,BUF,SF,81,,2147,6.4,14,0.455,3.2,3.7,0.869,1.7,4.3,6.1,2.2,0.9,0.3,4,16,,marinja01
83,Jim McMillian,26,BUF,SF,62,,2132,5.9,11.7,0.499,3.3,3.9,0.84,2.1,4.4,6.5,2.6,1.2,0.3,2.2,15,,mcmilji01
84,Tom Henderson,23,ATL,PG,79,,2131,6.2,15.1,0.411,2.8,4.1,0.697,0.9,2.7,3.6,5.3,1.8,0.1,2.5,15.2,,hendeto01
85,Mike Sojourner,21,ATL,C,73,,2129,6.4,13.1,0.488,1.6,2.5,0.651,3.3,7.5,10.9,1.6,0.6,1,3.7,14.4,ROY-5,sojoumi01
86,Matt Guokas,30,CHI,SG,82,12,2089,4.4,8.6,0.51,1.3,1.8,0.757,0.4,2,2.4,3.1,0.8,0.3,2.7,10.1,,guokama02
87,Dwight Jones,22,ATL,C,75,,2086,5.6,13,0.43,2.3,3.2,0.721,4.1,8,12,2.6,0.9,0.9,3.9,13.4,,jonesdw01
88,Slick Watts,23,SEA,PG,82,,2056,4.1,9.6,0.421,1.6,2.7,0.608,1.7,2.9,4.6,8.7,3.3,0.2,4.4,9.8,,wattssl01
89,Don Nelson,34,BOS,SF,79,,2052,7.4,13.8,0.539,4.6,5.6,0.827,2.2,6,8.2,3.2,0.6,0.3,4.2,19.5,,nelsodo01
90,John Mengelt,25,DET,SG,80,,1995,6.1,12.6,0.479,3.8,4.5,0.851,0.7,2.8,3.4,3.6,1.3,0.1,3.6,15.9,,mengejo01
91,Jim Brewer,23,CLE,PF,82,,1991,5.3,11.6,0.455,1.9,2.9,0.648,3.7,5.5,9.2,2.3,1.4,0.8,2.7,12.4,,breweji01
92,John Brown,23,ATL,SF,73,,1986,5.7,12.4,0.461,3.4,4.5,0.74,3.3,4.6,7.9,2.4,1,0.3,4.1,14.8,,brownjo01
93,George Thompson,27,MIL,SG,73,,1983,5.6,12.5,0.443,3,3.9,0.785,0.9,2.4,3.3,4.1,1.2,0.1,3.7,14.2,,thompge01
94,Dwight Davis,25,CLE,PF,78,,1964,5.4,12.2,0.443,3.2,4.5,0.718,2,6.5,8.5,2.7,0.8,0.7,4.7,14,,davisdw01
95,Chris Ford,26,DET,SG,80,,1962,3.8,8,0.474,1.2,1.7,0.663,1.7,3.2,4.9,4.2,2.1,0.5,3.4,8.7,,fordch01
96,Nate Williams,24,2TM,SG,85,,1945,8.8,18.3,0.48,3.4,4.1,0.823,1.9,4.3,6.2,2.7,1.8,0.6,4.6,20.9,,willina01
97,Nate Williams,24,KCO,SG,50,,1131,8.4,18.6,0.454,3.1,3.8,0.822,1.8,3.9,5.7,2.5,1.7,0.8,4.8,20,,willina01
98,Nate Williams,24,NOJ,SG,35,,814,9.2,17.9,0.517,3.7,4.5,0.824,1.9,5,7,3,1.9,0.3,4.4,22.2,,willina01
99,Louie Nelson,23,NOJ,PG,72,,1898,5.8,12.9,0.452,3.6,4.7,0.768,1.4,2.3,3.7,3.4,1.2,0.1,3.5,15.3,,nelsolo01
100,Tom Burleson,22,SEA,C,82,,1888,6.1,14.7,0.417,3.5,5.1,0.687,3,8,10.9,2.2,1.2,2.9,4.2,15.8,,burleto01
101,Jim Price,25,2TM,PG,50,,1870,6.1,13.8,0.442,3.3,3.7,0.871,1.2,2.6,3.8,5.5,2.1,0.5,3.5,15.5,AS,priceji01
102,Jim Price,25,LAL,PG,9,,339,8,17.7,0.449,4.4,4.8,0.911,1.8,2.8,4.6,6.7,2.2,0.3,3.8,20.3,,priceji01
103,Jim Price,25,MIL,PG,41,,1531,5.7,12.9,0.44,3,3.5,0.859,1.1,2.6,3.6,5.2,2.1,0.5,3.4,14.4,,priceji01
104,Derrek Dickey,23,GSW,PF,80,,1859,5.3,11,0.482,1.3,1.9,0.667,3.7,7,10.7,2.4,1,0.4,3.9,11.9,,dickede01
105,Jon McGlocklin,31,MIL,SG,79,,1853,6.3,12.6,0.496,1.2,1.4,0.875,0.5,1.8,2.3,5,1,0.1,2.8,13.8,,mcglojo01
106,Kevin Kunnert,23,HOU,C,75,,1801,6.9,13.5,0.512,2.3,3.4,0.686,4.3,8.3,12.6,2.2,0.7,1.7,4.5,16.2,,kunneke01
107,Stu Lantz,28,2TM,SG,75,,1783,4.6,11.3,0.406,3.9,4.6,0.838,1.8,2.1,3.9,3.8,1.1,0.2,3.3,13.1,,lantzst01
108,Stu Lantz,28,NOJ,SG,19,,353,4,11.7,0.339,4.8,5.4,0.887,0.7,1.7,2.4,3.1,1.2,0.2,2.9,12.7,,lantzst01
109,Stu Lantz,28,LAL,SG,56,,1430,4.8,11.2,0.424,3.7,4.4,0.824,2,2.2,4.3,4,1.1,0.3,3.4,13.2,,lantzst01
110,Jim Barnett,30,2TM,SG,73,4,1776,5.8,13.2,0.437,4,4.8,0.836,1.2,2.4,3.6,3.6,1,0.3,3.2,15.6,,barneji02
111,Jim Barnett,30,NOJ,SG,45,,1238,6.3,14,0.448,4.5,5.5,0.83,1.3,2.4,3.7,4,1,0.5,3.2,17,,barneji02
112,Jim Barnett,30,NYK,SG,28,4,538,4.7,11.5,0.407,2.9,3.3,0.86,1,2.4,3.4,2.6,0.8,0,3.4,12.2,,barneji02
113,Jim Fox,31,SEA,C,75,,1766,5.2,11,0.469,3.5,4.3,0.802,2.6,7.4,10,2.8,1,0.3,3.4,13.8,,foxji01
114,Kevin Restani,23,MIL,PF,76,,1755,3.9,8.8,0.44,0.7,1,0.714,2.7,5.6,8.3,2.4,0.7,0.4,3.5,8.4,,restake01
115,Larry McNeill,24,KCO,PF,80,,1749,6.1,13.3,0.459,3.9,5,0.784,3.1,7.2,10.2,1.5,1.4,0.6,4.7,16.1,,mcneila01
116,Steve Mix,27,PHI,PF,46,46,1748,5.8,12,0.481,3.3,4.2,0.776,3.2,7.1,10.3,2,1.6,0.4,3.6,14.8,AS,mixst01
117,Aaron James,22,NOJ,SF,76,,1731,7.7,16.1,0.477,3.1,3.9,0.778,2.9,4.7,7.6,1.4,0.9,0.3,4.5,18.4,,jamesaa01
118,Dave Wohl,25,HOU,PG,75,,1722,4.2,9.7,0.439,1.7,2.2,0.745,0.5,1.8,2.3,7.1,1.6,0.2,3.8,10.1,,wohlda01
119,Ken Charles,23,BUF,SG,79,,1690,5.1,11,0.466,2.6,3.1,0.822,1.4,2,3.5,3.6,1.9,0.4,3.5,12.8,,charlke01
120,Harthorne Wingo,27,NYK,PF,82,10,1686,5,10.8,0.46,3,4,0.754,3.5,6.3,9.7,1.8,1,0.7,4.6,13,,wingoha01
121,Bud Stallworth,25,NOJ,SF,73,,1668,6.4,15.3,0.42,2.7,3.9,0.687,1.7,3.6,5.3,1,1.3,0.2,4.5,15.6,,stallbu01
122,Ollie Johnson,25,2TM,SF,73,,1667,4.4,9.3,0.473,2.1,2.5,0.833,1.9,3.4,5.2,2.4,1.3,0.7,3.7,10.8,,johnsol01
123,Ollie Johnson,25,NOJ,SF,43,,1159,4.3,9.3,0.465,1.9,2.4,0.805,1.9,3.6,5.5,2.5,1.3,0.6,3.2,10.6,,johnsol01
124,Ollie Johnson,25,KCO,SF,30,,508,4.5,9.2,0.492,2.3,2.6,0.892,1.9,2.8,4.7,2.1,1.2,0.9,4.9,11.4,,johnsol01
125,Gary Brokaw,21,MIL,SG,73,,1639,5.1,11.3,0.455,2.8,4,0.685,0.8,2.4,3.2,4.9,0.7,0.4,3.9,13,,brokaga01
126,Paul Westphal,24,BOS,SG,82,,1581,7.8,15.3,0.51,2.7,3.6,0.763,1,2.7,3.7,5.4,1.8,0.8,4.4,18.3,,westppa01
127,Jim Washington,31,2TM,PF,80,,1579,4.4,9.6,0.454,1.4,2.1,0.667,2.5,6.4,8.9,2.5,0.8,0.6,3.8,10.1,,washiji01
128,Jim Washington,31,ATL,PF,38,,905,4.5,10.3,0.44,1.6,2.2,0.745,2.1,5.6,7.7,2.7,0.9,0.5,3.4,10.7,,washiji01
129,Jim Washington,31,BUF,PF,42,,674,4.1,8.7,0.475,1.1,2,0.553,3.1,7.4,10.5,2.3,0.6,0.7,4.3,9.3,,washiji01
130,Ron Riley,24,HOU,PF,77,,1578,4.5,10.7,0.417,1.6,2.2,0.732,3.1,5.5,8.7,3,1.3,0.5,4.5,10.6,,rileyro01
131,Tal Skinner,22,SEA,SF,73,,1574,3.2,7.9,0.409,1.4,2.2,0.649,3.1,4.8,7.9,1.9,1.1,0.4,3.7,7.9,,skinnta01
132,Gary Melchionni,24,PHO,SG,68,,1529,5.5,12.7,0.43,2.7,3.3,0.809,1.1,3.3,4.4,3.7,1.1,0.3,2.7,13.6,,melchga01
133,Brian Winters,22,LAL,SG,68,,1516,8.5,19.2,0.443,1.8,2.2,0.826,0.9,2.4,3.3,4.6,1.8,0.4,4,18.9,,wintebr01
134,George Trapp,26,DET,PF,78,,1472,7,15.9,0.442,2.4,3.2,0.756,1.7,5,6.8,1.5,0.9,0.3,5.1,16.5,,trappge01
135,Keith Erickson,30,PHO,SF,49,,1469,5.8,13.7,0.425,3.2,3.8,0.833,1.7,4.2,6,4.2,1.2,0.3,3.7,14.8,,erickke01
136,Zaid Abdul-Aziz,28,HOU,C,65,,1450,5.8,13.4,0.437,3.9,5,0.783,3.8,8.3,12.1,2.1,0.9,1.8,3.2,15.6,,abdulza01
137,George Johnson,26,GSW,C,82,,1439,3.8,8,0.476,1.5,2.3,0.659,5.4,8.9,14.4,1.7,0.8,3.4,5.2,9.1,,johnsge02
138,Jimmy Jones,30,WSB,PG,73,,1424,5.2,10.1,0.518,2.6,3.6,0.725,0.9,2.6,3.5,4.1,1.9,0.3,4.8,13.1,,jonesji01
139,Mel Counts,33,NOJ,C,75,,1421,5.5,12.5,0.438,2.2,2.9,0.761,2.6,8.6,11.2,4.6,1.2,1.1,5,13.2,,countme01
140,Henry Bibby,25,2TM,PG,75,5,1400,6.9,15.9,0.436,3.5,4.9,0.725,1.2,2.3,3.5,4.7,1.4,0.1,4,17.4,,bibbyhe01
141,Henry Bibby,25,NYK,PG,47,5,876,7.4,16.4,0.448,2.8,3.9,0.719,1.2,2.4,3.6,4.3,1.2,0.1,3.9,17.5,,bibbyhe01
142,Henry Bibby,25,NOJ,PG,28,,524,6.3,15,0.416,4.7,6.4,0.731,1.2,2.2,3.4,5.2,1.7,0,4.2,17.2,,bibbyhe01
143,Herm Gilliam,28,ATL,SG,60,,1393,8.1,19,0.427,2.4,2.9,0.832,2,3.3,5.3,4.4,2,0.3,3.2,18.7,,gillihe01
144,Corky Calhoun,24,2TM,SF,70,,1378,3.4,8.3,0.415,1.5,2,0.753,2.8,4.2,7,2.1,1.4,0.7,4.7,8.4,,calhoco01
145,Corky Calhoun,24,PHO,SF,13,,108,4,10.7,0.375,4.7,5,0.933,4.7,6.3,11,1.3,2,0.7,6.7,12.7,,calhoco01
146,Corky Calhoun,24,LAL,SF,57,,1270,3.4,8.1,0.42,1.2,1.8,0.71,2.7,4,6.7,2.1,1.4,0.7,4.5,8.1,,calhoco01
147,Don Adams,27,DET,SF,51,,1376,3.3,8.2,0.403,1.2,2,0.577,1.6,4.7,6.4,2,1.8,0.5,4.7,7.8,,adamsdo01
148,LaRue Martin,24,POR,C,81,,1372,6.2,13.7,0.452,2.6,3.7,0.697,3.6,7.1,10.7,1.8,0.9,1.3,6.3,15,,martila01
149,Freddie Boyd,24,PHI,PG,66,13,1362,5.4,13.1,0.414,1.5,3,0.478,0.4,1.9,2.4,4.3,1.1,0.1,3.5,12.3,,boydfr01
150,Nick Weatherspoon,24,WSB,SF,82,,1347,6.8,15,0.456,2.8,3.7,0.746,3.5,5.7,9.2,1.4,1.7,0.6,5.7,16.4,,weathni01
151,Bob Weiss,32,BUF,PG,76,,1338,2.7,7,0.391,1.5,1.8,0.806,0.6,2.2,2.8,7,2.2,0.5,3.9,6.9,,weissbo01
152,Steve Patterson,26,CLE,C,81,,1269,4.6,11,0.416,1.4,2.1,0.658,3.2,6.2,9.3,2.6,0.6,0.6,3.6,10.5,,pattest01
153,Lee Winfield,27,BUF,PG,68,,1259,4.7,8.9,0.526,1.4,1.9,0.721,1.3,2.3,3.6,3.8,1.2,0.9,3,10.8,,winfile01
154,Zelmo Beaty,35,LAL,C,69,,1213,4,9.2,0.439,3.2,4,0.8,2.8,6.9,9.7,2.2,1.3,0.9,3.9,11.3,,beatyze01
155,Rowland Garrett,24,CHI,SF,70,3,1183,6.9,14.4,0.481,2.3,3,0.794,2.4,5.1,7.5,1.3,0.7,0.4,3.8,16.2,,garrero01
156,Tom Boerwinkle,29,CHI,C,80,5,1175,4,8.3,0.487,2.2,2.9,0.768,3.2,8.4,11.6,8.3,0.8,1.4,5,10.3,,boerwto01
157,Howard Porter,26,2TM,SF,58,0,1163,6.2,12.8,0.488,2,2.4,0.835,2.4,5.4,7.9,0.6,0.7,0.8,2.9,14.5,,porteho01
158,Howard Porter,26,NYK,SF,17,0,133,3.5,9.7,0.361,1.9,2.4,0.778,3.5,6.8,10.3,0.5,0.8,0.3,4.6,8.9,,porteho01
159,Howard Porter,26,DET,SF,41,,1030,6.6,13.1,0.5,2.1,2.4,0.843,2.3,5.2,7.5,0.6,0.7,0.9,2.7,15.2,,porteho01
